acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6999.0,14338.0,-1197.0,-0.14,0.01,0.58
-6947.0,14300.0,-1156.0,-0.14,0.0,0.58
-6601.0,14270.0,-1079.0,-0.11,0.0,0.58
-5609.0,14958.0,-1334.0,-0.05,0.04,0.57
-6193.0,14504.0,-1243.0,-0.09,0.02,0.57
-5914.0,14754.0,-958.0,-0.07,0.03,0.59
-5965.0,14748.0,-705.0,-0.08,0.03,0.61
-5878.0,14684.0,-604.0,-0.07,0.03,0.61
-5893.0,14658.0,-398.0,-0.07,0.03,0.62
-6068.0,14595.0,-474.0,-0.08,0.02,0.62
-7155.0,14143.0,-1402.0,-0.15,-0.01,0.56
-7168.0,14153.0,-1347.0,-0.15,-0.0,0.57
-7184.0,14177.0,-1336.0,-0.15,-0.0,0.57
-7363.0,14108.0,-1220.0,-0.16,-0.01,0.57
-7550.0,13901.0,-1003.0,-0.17,-0.02,0.59
-7716.0,13927.0,-593.0,-0.18,-0.02,0.61
-7068.0,14152.0,-463.0,-0.14,-0.0,0.62
-6595.0,14386.0,-562.0,-0.11,0.01,0.61
-6344.0,14459.0,-1102.0,-0.1,0.01,0.58
-6368.0,14454.0,-1151.0,-0.1,0.01,0.58
