acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5867.0,14513.0,-748.0,-0.07,0.02,0.6
-5783.0,14006.0,-1018.0,-0.06,-0.01,0.59
-7020.0,15566.0,-1462.0,-0.14,0.08,0.56
-6781.0,14947.0,-1796.0,-0.13,0.04,0.54
-6742.0,14724.0,-1869.0,-0.12,0.03,0.53
-6825.0,14509.0,-1993.0,-0.13,0.02,0.53
-7018.0,14374.0,-2382.0,-0.14,0.01,0.5
-6936.0,14226.0,-3271.0,-0.14,-0.0,0.45
-7115.0,13893.0,-4455.0,-0.15,-0.02,0.38
-7411.0,13513.0,-4039.0,-0.16,-0.04,0.4
-6201.0,14364.0,-1524.0,-0.09,0.01,0.56
-6305.0,14238.0,-1792.0,-0.1,0.0,0.54
-6335.0,14306.0,-2043.0,-0.1,0.0,0.52
-6428.0,14410.0,-2182.0,-0.1,0.01,0.52
-6164.0,15115.0,-1859.0,-0.09,0.05,0.53
-5974.0,15214.0,-1344.0,-0.08,0.06,0.57
-6844.0,14544.0,-1919.0,-0.13,0.02,0.53
-7088.0,14089.0,-2829.0,-0.14,-0.01,0.48
-7848.0,13313.0,-3709.0,-0.19,-0.06,0.42
-7771.0,14137.0,-2669.0,-0.19,-0.01,0.49
-6616.0,14324.0,-1743.0,-0.12,0.01,0.54
-6487.0,14342.0,-1964.0,-0.11,0.01,0.53
-6496.0,14448.0,-2008.0,-0.11,0.01,0.53
-6484.0,14677.0,-1892.0,-0.11,0.03,0.53
-6962.0,14933.0,-2221.0,-0.14,0.04,0.51
-7309.0,14954.0,-2246.0,-0.16,0.04,0.51
-7319.0,15091.0,-1984.0,-0.16,0.05,0.53
-7054.0,14877.0,-1631.0,-0.14,0.04,0.55
-6717.0,14481.0,-1342.0,-0.12,0.02,0.57
-6433.0,13988.0,-980.0,-0.1,-0.01,0.59
-6244.0,14893.0,-1138.0,-0.09,0.04,0.58
-6257.0,14589.0,-1456.0,-0.09,0.02,0.56
-6281.0,14440.0,-1577.0,-0.1,0.01,0.55
-6216.0,14474.0,-1701.0,-0.09,0.01,0.54
-6159.0,14662.0,-1868.0,-0.09,0.03,0.53
-6050.0,15004.0,-1516.0,-0.08,0.05,0.56
-6591.0,14487.0,-1719.0,-0.11,0.02,0.54
-6040.0,14755.0,-1600.0,-0.08,0.03,0.55
-6741.0,14601.0,-1744.0,-0.12,0.02,0.54
-7181.0,14085.0,-2559.0,-0.15,-0.01,0.49
-6762.0,14734.0,-104.0,-0.12,0.03,0.64
-6894.0,14439.0,229.0,-0.13,0.01,0.66
-6911.0,14364.0,-366.0,-0.13,0.01,0.63
-6922.0,14292.0,-1303.0,-0.13,0.0,0.57
-6735.0,14292.0,-1885.0,-0.12,0.0,0.53
-6628.0,14285.0,-2083.0,-0.12,0.0,0.52
-6543.0,14280.0,-2246.0,-0.11,0.0,0.51
-6531.0,14256.0,-2262.0,-0.11,0.0,0.51
-6640.0,14255.0,-2167.0,-0.12,0.0,0.52
-6793.0,14275.0,-2149.0,-0.13,0.0,0.52
