acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6822.0,14221.0,-1070.0,-0.13,-0.0,0.58
-6946.0,14207.0,-1990.0,-0.14,-0.0,0.53
-7000.0,14204.0,-2405.0,-0.14,-0.0,0.5
-7039.0,14180.0,-2663.0,-0.14,-0.0,0.49
-6989.0,14166.0,-2663.0,-0.14,-0.0,0.49
-6864.0,14122.0,-2381.0,-0.13,-0.01,0.5
-6778.0,14102.0,-2223.0,-0.13,-0.01,0.51
-6797.0,14120.0,-2319.0,-0.13,-0.01,0.51
-6930.0,14165.0,-2616.0,-0.13,-0.0,0.49
-7103.0,14249.0,-2718.0,-0.15,0.0,0.48
-7584.0,14006.0,-2047.0,-0.17,-0.01,0.52
-7315.0,14133.0,-1929.0,-0.16,-0.01,0.53
-7301.0,14173.0,-1992.0,-0.16,-0.0,0.53
-7629.0,13834.0,-2549.0,-0.18,-0.02,0.49
-7514.0,15241.0,-2332.0,-0.17,0.06,0.51
-7243.0,15435.0,-2129.0,-0.15,0.07,0.52
-6929.0,14726.0,-1817.0,-0.13,0.03,0.54
-6673.0,14364.0,-1043.0,-0.12,0.01,0.58
-6241.0,14100.0,-622.0,-0.09,-0.01,0.61
-5767.0,13738.0,59.0,-0.06,-0.03,0.65
