acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-554.0,15437.0,-2855.0,0.17,0.54,-0.08
-667.0,15670.0,-2932.0,0.16,0.55,-0.08
-792.0,15717.0,-2937.0,0.15,0.55,-0.08
-838.0,15764.0,-2955.0,0.15,0.56,-0.08
-603.0,15660.0,-3052.0,0.16,0.55,-0.09
-334.0,15582.0,-3157.0,0.18,0.54,-0.09
-75.0,15480.0,-3264.0,0.2,0.54,-0.1
4.0,15514.0,-3277.0,0.2,0.54,-0.1
-100.0,15639.0,-3159.0,0.19,0.55,-0.09
-253.0,15752.0,-3099.0,0.18,0.55,-0.09
-253.0,15752.0,-3099.0,0.18,0.55,-0.09
-101.0,15449.0,-2644.0,0.19,0.54,-0.06
-62.0,15580.0,-2633.0,0.2,0.54,-0.06
90.0,15587.0,-2869.0,0.21,0.54,-0.08
90.0,15587.0,-2869.0,0.21,0.54,-0.08
89.0,15253.0,-3103.0,0.21,0.52,-0.09
-46.0,15223.0,-3040.0,0.2,0.52,-0.09
-313.0,15226.0,-2758.0,0.18,0.52,-0.07
-313.0,15226.0,-2758.0,0.18,0.52,-0.07
133.0,15265.0,-2621.0,0.21,0.53,-0.06
