acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-1879.0,15667.0,-403.0,0.86,1.0,1.19
-2102.0,15432.0,-923.0,0.85,0.98,1.16
-1742.0,15811.0,-372.0,0.87,1.01,1.19
-1878.0,15892.0,-454.0,0.86,1.01,1.19
-2226.0,15578.0,-1110.0,0.84,0.99,1.15
-2127.0,15546.0,-624.0,0.84,0.99,1.18
-1548.0,15835.0,-353.0,0.88,1.01,1.19
-1349.0,15884.0,-660.0,0.89,1.01,1.17
-1549.0,15808.0,-925.0,0.88,1.01,1.16
-1776.0,15765.0,-1082.0,0.87,1.0,1.15
-2451.0,15615.0,-1122.0,0.82,0.99,1.15
-2463.0,15610.0,-1153.0,0.82,0.99,1.14
-2423.0,15614.0,-1163.0,0.83,0.99,1.14
-2479.0,15606.0,-1184.0,0.82,0.99,1.14
-2478.0,15638.0,-1063.0,0.82,1.0,1.15
-2442.0,15638.0,-1045.0,0.83,1.0,1.15
-2406.0,15629.0,-1085.0,0.83,1.0,1.15
-2408.0,15623.0,-1112.0,0.83,1.0,1.15
-2481.0,15611.0,-1156.0,0.82,0.99,1.14
-2471.0,15624.0,-1149.0,0.82,1.0,1.14
-1434.0,15942.0,-70.0,0.89,1.01,1.21
-1453.0,15992.0,-325.0,0.89,1.02,1.2
-1946.0,16021.0,-1609.0,0.86,1.02,1.12
-2450.0,15584.0,-1891.0,0.82,0.99,1.1
-2229.0,15506.0,-2237.0,0.84,0.99,1.08
-2419.0,15557.0,-2150.0,0.83,0.99,1.08
-2389.0,15718.0,-1816.0,0.83,1.0,1.1
-2838.0,15770.0,-983.0,0.8,1.0,1.16
-2247.0,15651.0,-1003.0,0.84,1.0,1.15
-2692.0,15685.0,-953.0,0.81,1.0,1.16
-2071.0,15680.0,-547.0,0.85,1.0,1.18
-2047.0,15776.0,-550.0,0.85,1.0,1.18
-2621.0,15507.0,-1086.0,0.81,0.99,1.15
-2384.0,15541.0,-1095.0,0.83,0.99,1.15
-2194.0,15639.0,-875.0,0.84,1.0,1.16
-1745.0,15885.0,-607.0,0.87,1.01,1.18
-2133.0,15676.0,-899.0,0.84,1.0,1.16
-2160.0,15738.0,-1283.0,0.84,1.0,1.14
-1599.0,15909.0,-1017.0,0.88,1.01,1.15
-2479.0,15512.0,-1136.0,0.82,0.99,1.15
-2359.0,15969.0,-1355.0,0.83,1.02,1.13
-2231.0,15903.0,-1339.0,0.84,1.01,1.13
-1958.0,15639.0,-801.0,0.85,1.0,1.17
-2060.0,15410.0,-374.0,0.85,0.98,1.19
-2148.0,15388.0,-361.0,0.84,0.98,1.19
-2309.0,15326.0,-680.0,0.83,0.98,1.17
-2493.0,15611.0,-893.0,0.82,0.99,1.16
-2489.0,15803.0,-1050.0,0.82,1.01,1.15
-2320.0,15860.0,-939.0,0.83,1.01,1.16
-2218.0,15865.0,-831.0,0.84,1.01,1.16
