acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-4829.0,15321.0,-10.0,-0.01,0.07,0.65
-5847.0,14917.0,-826.0,-0.07,0.04,0.6
-5898.0,14792.0,-981.0,-0.07,0.03,0.59
-5923.0,14696.0,-1150.0,-0.07,0.03,0.58
-5866.0,14620.0,-1303.0,-0.07,0.02,0.57
-5821.0,14690.0,-1094.0,-0.07,0.03,0.58
-5024.0,15684.0,649.0,-0.02,0.09,0.69
-5003.0,15939.0,1093.0,-0.02,0.1,0.71
-4959.0,15904.0,390.0,-0.01,0.1,0.67
-5673.0,15368.0,-272.0,-0.06,0.07,0.63
-7198.0,16357.0,-2087.0,-0.15,0.13,0.52
-7369.0,15771.0,-2094.0,-0.16,0.09,0.52
-7141.0,15227.0,-1378.0,-0.15,0.06,0.56
