acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-7228.0,17912.0,-312.0,-0.15,0.22,0.63
-7228.0,17912.0,-312.0,-0.15,0.22,0.63
-6323.0,14521.0,-922.0,-0.1,0.02,0.59
-5995.0,14590.0,-728.0,-0.08,0.02,0.6
-5759.0,14774.0,-781.0,-0.06,0.03,0.6
-5884.0,14763.0,-711.0,-0.07,0.03,0.6
-5935.0,14637.0,-489.0,-0.07,0.02,0.62
-5951.0,14746.0,-596.0,-0.08,0.03,0.61
-6329.0,14584.0,-208.0,-0.1,0.02,0.64
-5858.0,14834.0,-606.0,-0.07,0.04,0.61
-7112.0,14350.0,-1360.0,-0.15,0.01,0.57
-7125.0,14319.0,-1447.0,-0.15,0.01,0.56
-7125.0,14319.0,-1447.0,-0.15,0.01,0.56
-7119.0,14280.0,-1411.0,-0.15,0.0,0.56
-7068.0,14261.0,-1385.0,-0.14,0.0,0.56
-6978.0,14255.0,-1358.0,-0.14,0.0,0.57
-6978.0,14255.0,-1358.0,-0.14,0.0,0.57
-7032.0,14257.0,-1373.0,-0.14,0.0,0.56
-7041.0,14252.0,-1326.0,-0.14,0.0,0.57
-7093.0,14285.0,-1287.0,-0.14,0.0,0.57
-7093.0,14285.0,-1287.0,-0.14,0.0,0.57
-7093.0,14285.0,-1287.0,-0.14,0.0,0.57
-6068.0,14660.0,-487.0,-0.08,0.03,0.62
-5801.0,14820.0,-521.0,-0.07,0.04,0.62
-5801.0,14820.0,-521.0,-0.07,0.04,0.62
-6500.0,14524.0,-65.0,-0.11,0.02,0.64
-5900.0,14827.0,-181.0,-0.07,0.04,0.64
-5647.0,14773.0,89.0,-0.06,0.03,0.65
-5272.0,15011.0,-228.0,-0.03,0.05,0.63
-5293.0,15085.0,-426.0,-0.04,0.05,0.62
