acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6102.0,14607.0,-507.0,-0.08,0.02,0.62
-6069.0,14567.0,-565.0,-0.08,0.02,0.61
-6030.0,14555.0,-606.0,-0.08,0.02,0.61
-6127.0,14537.0,-767.0,-0.09,0.02,0.6
-5786.0,14818.0,-725.0,-0.07,0.04,0.6
-5579.0,15300.0,-500.0,-0.05,0.07,0.62
-5837.0,15015.0,-378.0,-0.07,0.05,0.63
-5199.0,15624.0,-450.0,-0.03,0.08,0.62
-5631.0,14783.0,-801.0,-0.06,0.03,0.6
-6061.0,14570.0,-1194.0,-0.08,0.02,0.58
-6719.0,14317.0,-1717.0,-0.12,0.01,0.54
-6779.0,14323.0,-1721.0,-0.13,0.01,0.54
-6785.0,14309.0,-1746.0,-0.13,0.0,0.54
-6797.0,14311.0,-1750.0,-0.13,0.0,0.54
-6790.0,14304.0,-1748.0,-0.13,0.0,0.54
-6795.0,14302.0,-1700.0,-0.13,0.0,0.54
-6751.0,14297.0,-1665.0,-0.12,0.0,0.55
-6715.0,14291.0,-1692.0,-0.12,0.0,0.54
-6753.0,14293.0,-1725.0,-0.12,0.0,0.54
-6771.0,14300.0,-1730.0,-0.13,0.0,0.54
-6206.0,14652.0,-1143.0,-0.09,0.03,0.58
-6287.0,14695.0,-1274.0,-0.1,0.03,0.57
-6313.0,15016.0,-1809.0,-0.1,0.05,0.54
