acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6166.0,14681.0,-511.0,-0.09,0.03,0.62
-5559.0,14119.0,-535.0,-0.05,-0.01,0.62
-5441.0,13524.0,-573.0,-0.04,-0.04,0.61
-6749.0,15916.0,-1317.0,-0.12,0.1,0.57
-6470.0,15164.0,-1718.0,-0.11,0.06,0.54
-6337.0,14936.0,-1695.0,-0.1,0.04,0.54
-6084.0,14670.0,-2129.0,-0.08,0.03,0.52
-5909.0,14588.0,-2808.0,-0.07,0.02,0.48
-6811.0,14729.0,-2167.0,-0.13,0.03,0.52
-6982.0,14464.0,-2708.0,-0.14,0.01,0.48
-7672.0,13647.0,-2882.0,-0.18,-0.04,0.47
-8920.0,12886.0,-3648.0,-0.26,-0.08,0.43
-9122.0,13151.0,-3526.0,-0.27,-0.07,0.43
-8603.0,13593.0,-3068.0,-0.24,-0.04,0.46
-8015.0,13774.0,-2819.0,-0.2,-0.03,0.48
-7323.0,13832.0,-2331.0,-0.16,-0.02,0.51
-6446.0,14202.0,-2067.0,-0.11,-0.0,0.52
-6048.0,14300.0,-2007.0,-0.08,0.0,0.53
-5745.0,14673.0,-2044.0,-0.06,0.03,0.52
-5269.0,14710.0,-2284.0,-0.03,0.03,0.51
-6398.0,14453.0,-1887.0,-0.1,0.01,0.53
-6403.0,14449.0,-1768.0,-0.1,0.01,0.54
-6416.0,14448.0,-1652.0,-0.1,0.01,0.55
-6851.0,14386.0,-1471.0,-0.13,0.01,0.56
-7412.0,14651.0,-1715.0,-0.16,0.03,0.54
