acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6926.0,14403.0,-2315.0,-0.13,0.01,0.51
-7103.0,14154.0,-2018.0,-0.15,-0.0,0.53
-6793.0,14316.0,-2031.0,-0.13,0.01,0.52
-7005.0,14626.0,-1267.0,-0.14,0.02,0.57
-7195.0,14410.0,-1250.0,-0.15,0.01,0.57
-7235.0,14221.0,-628.0,-0.15,-0.0,0.61
-7178.0,14065.0,-459.0,-0.15,-0.01,0.62
-6971.0,14216.0,-741.0,-0.14,-0.0,0.6
-6971.0,14322.0,-1102.0,-0.14,0.01,0.58
-6968.0,14388.0,-1053.0,-0.14,0.01,0.58
-6453.0,14552.0,-746.0,-0.11,0.02,0.6
-6964.0,14464.0,-704.0,-0.14,0.01,0.61
-7188.0,14342.0,-1168.0,-0.15,0.01,0.58
-7496.0,14207.0,-1501.0,-0.17,-0.0,0.56
-7509.0,14127.0,-1811.0,-0.17,-0.01,0.54
-7563.0,14070.0,-1830.0,-0.17,-0.01,0.54
-7406.0,14059.0,-1824.0,-0.16,-0.01,0.54
-7335.0,14048.0,-1849.0,-0.16,-0.01,0.54
-7234.0,14047.0,-1841.0,-0.15,-0.01,0.54
-7241.0,14060.0,-1923.0,-0.15,-0.01,0.53
-8261.0,13812.0,-2458.0,-0.22,-0.03,0.5
-8484.0,13640.0,-2608.0,-0.23,-0.04,0.49
-7995.0,13710.0,-3441.0,-0.2,-0.03,0.44
-7946.0,13494.0,-3375.0,-0.2,-0.05,0.44
-7710.0,13331.0,-4490.0,-0.18,-0.06,0.37
-7555.0,14636.0,-4053.0,-0.17,0.02,0.4
-7810.0,15712.0,-3373.0,-0.19,0.09,0.44
-7392.0,14954.0,-2780.0,-0.16,0.04,0.48
-6494.0,13780.0,-1950.0,-0.11,-0.03,0.53
-5680.0,13703.0,-172.0,-0.06,-0.03,0.64
