acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6126.0,14679.0,-1593.0,-0.09,0.03,0.55
-6353.0,14563.0,-1577.0,-0.1,0.02,0.55
-6501.0,14501.0,-1476.0,-0.11,0.02,0.56
-6641.0,14418.0,-1355.0,-0.12,0.01,0.57
-6609.0,14415.0,-1190.0,-0.12,0.01,0.58
-6628.0,14407.0,-1171.0,-0.12,0.01,0.58
-6563.0,14394.0,-1103.0,-0.11,0.01,0.58
-6571.0,14384.0,-1073.0,-0.11,0.01,0.58
-6620.0,14393.0,-1066.0,-0.12,0.01,0.58
-6703.0,14374.0,-1094.0,-0.12,0.01,0.58
-7034.0,14334.0,-1161.0,-0.14,0.01,0.58
-7056.0,14291.0,-1059.0,-0.14,0.0,0.58
-6898.0,14305.0,-988.0,-0.13,0.0,0.59
-7015.0,14101.0,-1066.0,-0.14,-0.01,0.58
-6959.0,14097.0,-1204.0,-0.14,-0.01,0.57
-6795.0,14275.0,-1349.0,-0.13,0.0,0.57
-6436.0,14738.0,-806.0,-0.1,0.03,0.6
-6651.0,14290.0,-1704.0,-0.12,0.0,0.54
-6232.0,14659.0,-989.0,-0.09,0.03,0.59
-6137.0,14740.0,-488.0,-0.09,0.03,0.62
-6549.0,14402.0,-1238.0,-0.11,0.01,0.57
-6674.0,14400.0,-1293.0,-0.12,0.01,0.57
-6705.0,14381.0,-1262.0,-0.12,0.01,0.57
-6780.0,14378.0,-1280.0,-0.13,0.01,0.57
-6758.0,14382.0,-1300.0,-0.12,0.01,0.57
-6732.0,14362.0,-1323.0,-0.12,0.01,0.57
-6698.0,14354.0,-1328.0,-0.12,0.01,0.57
