acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-7233.0,14003.0,-1924.0,-0.15,-0.01,0.53
-7069.0,14085.0,-2025.0,-0.14,-0.01,0.52
-7135.0,14036.0,-2076.0,-0.15,-0.01,0.52
-6865.0,14078.0,-1930.0,-0.13,-0.01,0.53
-6700.0,14299.0,-2096.0,-0.12,0.0,0.52
-6774.0,14380.0,-2060.0,-0.13,0.01,0.52
-6560.0,14406.0,-2008.0,-0.11,0.01,0.53
-6812.0,13810.0,-2104.0,-0.13,-0.03,0.52
-5824.0,14852.0,-1652.0,-0.07,0.04,0.55
-5821.0,14731.0,-1733.0,-0.07,0.03,0.54
-7166.0,14204.0,-2038.0,-0.15,-0.0,0.52
-7179.0,14193.0,-2070.0,-0.15,-0.0,0.52
-7153.0,14150.0,-2036.0,-0.15,-0.01,0.52
-7161.0,14128.0,-2036.0,-0.15,-0.01,0.52
-7132.0,14105.0,-2048.0,-0.15,-0.01,0.52
-7209.0,14090.0,-2062.0,-0.15,-0.01,0.52
-7210.0,14084.0,-2074.0,-0.15,-0.01,0.52
-7201.0,14073.0,-2042.0,-0.15,-0.01,0.52
-7173.0,14077.0,-1991.0,-0.15,-0.01,0.53
-7157.0,14077.0,-1989.0,-0.15,-0.01,0.53
-7559.0,13974.0,-2173.0,-0.17,-0.02,0.52
-7227.0,13946.0,-1810.0,-0.15,-0.02,0.54
-7128.0,13967.0,-1942.0,-0.15,-0.02,0.53
-7287.0,13861.0,-1806.0,-0.16,-0.02,0.54
-6522.0,14501.0,-2073.0,-0.11,0.02,0.52
-6165.0,14502.0,-2046.0,-0.09,0.02,0.52
-5972.0,14551.0,-1934.0,-0.08,0.02,0.53
-6095.0,14582.0,-1950.0,-0.08,0.02,0.53
-6411.0,14489.0,-1905.0,-0.1,0.02,0.53
-6528.0,14414.0,-1866.0,-0.11,0.01,0.53
