acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6813.0,14131.0,-301.0,-0.13,-0.01,0.63
-6189.0,14747.0,-1252.0,-0.09,0.03,0.57
-6461.0,14483.0,-783.0,-0.11,0.02,0.6
-6340.0,14562.0,-1223.0,-0.1,0.02,0.57
-6514.0,14425.0,-1198.0,-0.11,0.01,0.58
-6190.0,14707.0,-1544.0,-0.09,0.03,0.55
-6255.0,14643.0,-1548.0,-0.09,0.03,0.55
-6088.0,14713.0,-1321.0,-0.08,0.03,0.57
-6367.0,14350.0,-855.0,-0.1,0.01,0.6
-5812.0,14709.0,-540.0,-0.07,0.03,0.62
-7108.0,14107.0,-1856.0,-0.15,-0.01,0.53
-7059.0,14110.0,-1876.0,-0.14,-0.01,0.53
-7085.0,14119.0,-1832.0,-0.14,-0.01,0.54
-7171.0,14156.0,-1816.0,-0.15,-0.0,0.54
-7149.0,14146.0,-1780.0,-0.15,-0.01,0.54
-7135.0,14159.0,-1650.0,-0.15,-0.0,0.55
-7147.0,14148.0,-1548.0,-0.15,-0.01,0.55
-7473.0,13946.0,-1429.0,-0.17,-0.02,0.56
-7585.0,13923.0,-1282.0,-0.17,-0.02,0.57
-7398.0,13731.0,-1215.0,-0.16,-0.03,0.57
-6370.0,14585.0,-1054.0,-0.1,0.02,0.58
-6391.0,14530.0,-1130.0,-0.1,0.02,0.58
-6278.0,14544.0,-935.0,-0.1,0.02,0.59
-6221.0,14528.0,-831.0,-0.09,0.02,0.6
-6280.0,14521.0,-916.0,-0.1,0.02,0.59
-6500.0,14524.0,-1076.0,-0.11,0.02,0.58
-6618.0,14504.0,-1175.0,-0.12,0.02,0.58
-6638.0,14477.0,-1171.0,-0.12,0.01,0.58
-6688.0,14458.0,-1218.0,-0.12,0.01,0.57
-6754.0,14471.0,-1293.0,-0.12,0.01,0.57
-7836.0,13674.0,-1804.0,-0.19,-0.03,0.54
-8042.0,13497.0,-1695.0,-0.2,-0.04,0.54
-7495.0,13767.0,-1233.0,-0.17,-0.03,0.57
-6431.0,14619.0,-1786.0,-0.1,0.02,0.54
-6450.0,14479.0,-1971.0,-0.11,0.02,0.53
-6420.0,14466.0,-1667.0,-0.1,0.01,0.55
-6421.0,14511.0,-1468.0,-0.1,0.02,0.56
-6182.0,14754.0,-1378.0,-0.09,0.03,0.56
-6652.0,14344.0,-2228.0,-0.12,0.01,0.51
-6519.0,14511.0,-1786.0,-0.11,0.02,0.54
