acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6186.0,14655.0,988.0,-0.02,0.03,0.77
-6186.0,14655.0,988.0,-0.02,0.03,0.77
-5670.0,14965.0,470.0,0.01,0.05,0.74
-5895.0,14746.0,601.0,-0.0,0.03,0.75
-5841.0,14795.0,323.0,0.0,0.04,0.73
-6021.0,14683.0,486.0,-0.01,0.03,0.74
-6021.0,14683.0,486.0,-0.01,0.03,0.74
-6407.0,14608.0,370.0,-0.03,0.02,0.74
-6419.0,14626.0,524.0,-0.03,0.02,0.75
-6257.0,15027.0,675.0,-0.02,0.05,0.75
-6257.0,15027.0,675.0,-0.02,0.05,0.75
-6257.0,15027.0,675.0,-0.02,0.05,0.75
-6257.0,15027.0,675.0,-0.02,0.05,0.75
-6257.0,15027.0,675.0,-0.02,0.05,0.75
-6257.0,15027.0,675.0,-0.02,0.05,0.75
-6257.0,15027.0,675.0,-0.02,0.05,0.75
-6257.0,15027.0,675.0,-0.02,0.05,0.75
-6257.0,15027.0,675.0,-0.02,0.05,0.75
-6257.0,15027.0,675.0,-0.02,0.05,0.75
-6257.0,15027.0,675.0,-0.02,0.05,0.75
