acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-7691.0,14207.0,-2268.0,-0.18,-0.0,0.51
-7827.0,14094.0,-2635.0,-0.19,-0.01,0.49
-7652.0,14186.0,-1954.0,-0.18,-0.0,0.53
-7479.0,14175.0,-2347.0,-0.17,-0.0,0.5
-6984.0,14163.0,-2254.0,-0.14,-0.0,0.51
-6879.0,14263.0,-2294.0,-0.13,0.0,0.51
-6775.0,14339.0,-1780.0,-0.13,0.01,0.54
-6944.0,14165.0,-1256.0,-0.14,-0.0,0.57
-6988.0,14111.0,-868.0,-0.14,-0.01,0.6
-6987.0,14133.0,-1056.0,-0.14,-0.01,0.58
-9052.0,12910.0,-3113.0,-0.26,-0.08,0.46
-8572.0,13429.0,-2787.0,-0.24,-0.05,0.48
-8129.0,13684.0,-2423.0,-0.21,-0.03,0.5
-7584.0,13867.0,-2031.0,-0.17,-0.02,0.52
-7114.0,13975.0,-1798.0,-0.15,-0.02,0.54
-7051.0,13523.0,-2599.0,-0.14,-0.04,0.49
-6158.0,14580.0,-1419.0,-0.09,0.02,0.56
-6331.0,14272.0,-2139.0,-0.1,0.0,0.52
-6133.0,14558.0,-1546.0,-0.09,0.02,0.55
-5763.0,14544.0,-1442.0,-0.06,0.02,0.56
