acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6862.0,14375.0,-1490.0,-0.13,0.01,0.56
-7139.0,14126.0,-1735.0,-0.15,-0.01,0.54
-7273.0,14084.0,-1467.0,-0.16,-0.01,0.56
-7242.0,14182.0,-2053.0,-0.15,-0.0,0.52
-6618.0,14248.0,-1961.0,-0.12,0.0,0.53
-6768.0,14253.0,-1586.0,-0.13,0.0,0.55
-5635.0,15010.0,-1845.0,-0.06,0.05,0.54
-5881.0,14871.0,-1594.0,-0.07,0.04,0.55
-5832.0,14798.0,-1288.0,-0.07,0.03,0.57
-6363.0,14239.0,-1302.0,-0.1,0.0,0.57
-6768.0,14276.0,-1877.0,-0.13,0.0,0.53
-6820.0,14287.0,-1885.0,-0.13,0.0,0.53
-6872.0,14293.0,-1866.0,-0.13,0.0,0.53
-6909.0,14305.0,-1847.0,-0.13,0.0,0.54
-6903.0,14270.0,-1778.0,-0.13,0.0,0.54
-7538.0,13752.0,-1475.0,-0.17,-0.03,0.56
-6951.0,14298.0,-1414.0,-0.14,0.0,0.56
-7413.0,13715.0,-1110.0,-0.16,-0.03,0.58
-6595.0,14573.0,-1452.0,-0.11,0.02,0.56
-6242.0,14546.0,-1709.0,-0.09,0.02,0.54
