acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-4153.0,15303.0,-873.0,0.1,0.07,0.66
-4182.0,15282.0,-997.0,0.1,0.06,0.65
-4054.0,15102.0,-1341.0,0.11,0.05,0.63
-4000.0,15149.0,-575.0,0.11,0.06,0.68
-4245.0,15336.0,940.0,0.1,0.07,0.77
-4458.0,15217.0,571.0,0.09,0.06,0.75
-4723.0,15193.0,241.0,0.07,0.06,0.73
-4953.0,15215.0,-171.0,0.06,0.06,0.7
-5127.0,15228.0,-682.0,0.04,0.06,0.67
-5127.0,15228.0,-682.0,0.04,0.06,0.67
-4856.0,14979.0,-485.0,0.06,0.05,0.68
-4628.0,15167.0,177.0,0.08,0.06,0.72
-4558.0,15050.0,-571.0,0.08,0.05,0.68
-4436.0,15307.0,-12.0,0.09,0.07,0.71
-4196.0,15427.0,888.0,0.1,0.07,0.77
-4151.0,15130.0,764.0,0.1,0.06,0.76
-4327.0,15283.0,1481.0,0.09,0.06,0.8
-3767.0,15397.0,1306.0,0.13,0.07,0.79
-4037.0,15441.0,1035.0,0.11,0.07,0.78
-4149.0,15384.0,658.0,0.1,0.07,0.75
