acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6502.0,14322.0,-2805.0,-0.11,0.01,0.48
-6121.0,14446.0,-2524.0,-0.09,0.01,0.49
-6024.0,14476.0,-2444.0,-0.08,0.01,0.5
-5965.0,14539.0,-2367.0,-0.08,0.02,0.5
-5810.0,14628.0,-2212.0,-0.07,0.02,0.51
-5709.0,14644.0,-2067.0,-0.06,0.03,0.52
-5610.0,14699.0,-2084.0,-0.05,0.03,0.52
-5548.0,14738.0,-2032.0,-0.05,0.03,0.52
-5595.0,14756.0,-2061.0,-0.05,0.03,0.52
-5672.0,14752.0,-2090.0,-0.06,0.03,0.52
-5800.0,14919.0,-1664.0,-0.07,0.04,0.55
-6286.0,14044.0,-2974.0,-0.1,-0.01,0.47
-7315.0,13284.0,-4970.0,-0.16,-0.06,0.34
-7269.0,13577.0,-5021.0,-0.16,-0.04,0.34
-7713.0,13446.0,-4689.0,-0.18,-0.05,0.36
-7619.0,13603.0,-3796.0,-0.18,-0.04,0.42
-7646.0,13707.0,-2923.0,-0.18,-0.03,0.47
-7144.0,13954.0,-2427.0,-0.15,-0.02,0.5
-6903.0,14119.0,-2322.0,-0.13,-0.01,0.51
-6574.0,14213.0,-2383.0,-0.11,-0.0,0.5
-6829.0,14290.0,-2614.0,-0.13,0.0,0.49
-6537.0,14398.0,-2445.0,-0.11,0.01,0.5
-6008.0,14449.0,-2327.0,-0.08,0.01,0.51
-5769.0,14488.0,-2179.0,-0.06,0.02,0.52
-5555.0,14647.0,-2039.0,-0.05,0.03,0.52
-5833.0,14486.0,-2204.0,-0.07,0.02,0.51
-5737.0,14726.0,-2239.0,-0.06,0.03,0.51
-6393.0,15496.0,-2778.0,-0.1,0.08,0.48
-7031.0,16444.0,-3024.0,-0.14,0.13,0.46
