acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5956.0,13894.0,-456.0,-0.08,-0.02,0.62
-7395.0,15624.0,-1293.0,-0.16,0.08,0.57
-7091.0,14963.0,-1962.0,-0.14,0.04,0.53
-6771.0,14751.0,-2199.0,-0.13,0.03,0.51
-6635.0,14504.0,-2209.0,-0.12,0.02,0.51
-6628.0,14278.0,-2240.0,-0.12,0.0,0.51
-6884.0,14157.0,-2974.0,-0.13,-0.0,0.47
-7372.0,13047.0,-5608.0,-0.16,-0.07,0.31
-7289.0,13771.0,-4358.0,-0.16,-0.03,0.38
-7306.0,13956.0,-3842.0,-0.16,-0.02,0.41
-6006.0,15278.0,-1217.0,-0.08,0.06,0.57
-6815.0,14544.0,-2227.0,-0.13,0.02,0.51
-7695.0,13772.0,-3413.0,-0.18,-0.03,0.44
-7924.0,13457.0,-3744.0,-0.2,-0.05,0.42
-8296.0,12994.0,-4267.0,-0.22,-0.08,0.39
-9070.0,12862.0,-3989.0,-0.27,-0.08,0.4
-9004.0,13244.0,-3416.0,-0.26,-0.06,0.44
-8561.0,13511.0,-3070.0,-0.23,-0.04,0.46
-7996.0,13361.0,-3156.0,-0.2,-0.05,0.46
-7509.0,13112.0,-3442.0,-0.17,-0.07,0.44
-6884.0,13778.0,-777.0,-0.13,-0.03,0.6
-7207.0,13884.0,-756.0,-0.15,-0.02,0.6
-7559.0,13781.0,-1476.0,-0.17,-0.03,0.56
-7743.0,13803.0,-1833.0,-0.18,-0.03,0.54
