acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5261.0,15037.0,218.0,0.04,0.05,0.73
-5314.0,14995.0,109.0,0.03,0.05,0.72
-5480.0,14795.0,59.0,0.02,0.04,0.72
-5936.0,14739.0,-1660.0,-0.0,0.03,0.61
-5803.0,14889.0,398.0,0.0,0.04,0.74
-5521.0,15022.0,-34.0,0.02,0.05,0.71
-6349.0,14631.0,-649.0,-0.03,0.03,0.67
-5891.0,14732.0,-2364.0,-0.0,0.03,0.57
-5492.0,14796.0,-2652.0,0.02,0.04,0.55
-5079.0,15012.0,-2475.0,0.05,0.05,0.56
-6197.0,14873.0,-696.0,-0.02,0.04,0.67
-6037.0,14898.0,-397.0,-0.01,0.04,0.69
-5847.0,14874.0,-593.0,0.0,0.04,0.68
-5617.0,14717.0,-492.0,0.01,0.03,0.68
-5525.0,15096.0,409.0,0.02,0.05,0.74
-5559.0,14909.0,730.0,0.02,0.04,0.76
-5718.0,14864.0,973.0,0.01,0.04,0.77
-5800.0,14777.0,963.0,0.0,0.03,0.77
-5924.0,14756.0,810.0,-0.0,0.03,0.76
-6051.0,14703.0,606.0,-0.01,0.03,0.75
