acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5636.0,15000.0,-1041.0,0.01,0.05,0.65
-6196.0,13858.0,-2786.0,-0.02,-0.02,0.54
-5811.0,14592.0,-1843.0,0.0,0.02,0.6
-5707.0,14931.0,-1319.0,0.01,0.04,0.63
-5570.0,14869.0,-1076.0,0.02,0.04,0.65
-5311.0,14815.0,-731.0,0.03,0.04,0.67
-5064.0,15170.0,92.0,0.05,0.06,0.72
-5159.0,14962.0,-184.0,0.04,0.05,0.7
-5368.0,14804.0,-576.0,0.03,0.04,0.68
-5572.0,14878.0,-618.0,0.02,0.04,0.68
-6159.0,14650.0,-2081.0,-0.02,0.03,0.59
-6474.0,14503.0,-2626.0,-0.04,0.02,0.55
-6455.0,14383.0,-2813.0,-0.04,0.01,0.54
-5847.0,14425.0,-3052.0,0.0,0.01,0.53
-5438.0,14550.0,-2792.0,0.03,0.02,0.54
-4821.0,14921.0,-2432.0,0.06,0.04,0.57
-5016.0,14933.0,-2114.0,0.05,0.04,0.58
-5439.0,15096.0,-1859.0,0.03,0.05,0.6
