acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5620.0,14666.0,-2018.0,-0.05,0.03,0.53
-5395.0,14719.0,-1892.0,-0.04,0.03,0.53
-5267.0,14793.0,-1816.0,-0.03,0.03,0.54
-5243.0,14812.0,-1815.0,-0.03,0.04,0.54
-5231.0,14854.0,-1790.0,-0.03,0.04,0.54
-5249.0,14882.0,-1785.0,-0.03,0.04,0.54
-5240.0,14893.0,-1788.0,-0.03,0.04,0.54
-5230.0,14880.0,-1780.0,-0.03,0.04,0.54
-5191.0,14853.0,-1706.0,-0.03,0.04,0.54
-5289.0,14831.0,-1694.0,-0.03,0.04,0.54
-7125.0,14058.0,-3391.0,-0.15,-0.01,0.44
-6361.0,15313.0,-1365.0,-0.1,0.07,0.56
-6522.0,15212.0,-1695.0,-0.11,0.06,0.54
-6892.0,14492.0,-2449.0,-0.13,0.02,0.5
-6974.0,14042.0,-3211.0,-0.14,-0.01,0.45
-6941.0,14014.0,-3127.0,-0.14,-0.01,0.46
-7600.0,13322.0,-4262.0,-0.18,-0.06,0.39
-7490.0,13360.0,-4112.0,-0.17,-0.05,0.4
-7958.0,12927.0,-5178.0,-0.2,-0.08,0.33
-7989.0,13108.0,-4785.0,-0.2,-0.07,0.36
-5591.0,14732.0,-1767.0,-0.05,0.03,0.54
-5618.0,14735.0,-1701.0,-0.05,0.03,0.54
-5718.0,14707.0,-1633.0,-0.06,0.03,0.55
-5850.0,14686.0,-1606.0,-0.07,0.03,0.55
-5957.0,14680.0,-1599.0,-0.08,0.03,0.55
-5965.0,14669.0,-1615.0,-0.08,0.03,0.55
-5924.0,14712.0,-1661.0,-0.07,0.03,0.55
-5890.0,14748.0,-1720.0,-0.07,0.03,0.54
-5910.0,14749.0,-1818.0,-0.07,0.03,0.54
