acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-2975.0,15225.0,-2581.0,0.79,0.97,1.06
-3098.0,15307.0,-2570.0,0.79,0.98,1.06
-2672.0,15485.0,-3690.0,0.81,0.99,0.99
-1909.0,15839.0,-2140.0,0.86,1.01,1.08
-2169.0,15312.0,-1587.0,0.84,0.98,1.12
-2276.0,16037.0,-2115.0,0.84,1.02,1.09
-2880.0,15397.0,-2809.0,0.8,0.98,1.04
-3295.0,15316.0,-3421.0,0.77,0.98,1.01
-3228.0,14927.0,-3840.0,0.78,0.95,0.98
-2932.0,15118.0,-2928.0,0.8,0.96,1.04
-3312.0,15206.0,-3157.0,0.77,0.97,1.02
-3333.0,15242.0,-3010.0,0.77,0.97,1.03
-3278.0,15217.0,-2918.0,0.77,0.97,1.04
-3266.0,15231.0,-2889.0,0.77,0.97,1.04
-3130.0,15478.0,-3135.0,0.78,0.99,1.02
-2924.0,16078.0,-3424.0,0.8,1.02,1.01
