acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-4803.0,15261.0,-653.0,0.06,0.06,0.67
-4840.0,15017.0,-153.0,0.06,0.05,0.7
-5116.0,14923.0,-620.0,0.05,0.04,0.68
-5293.0,14851.0,-934.0,0.03,0.04,0.66
-5239.0,14815.0,-1966.0,0.04,0.04,0.59
-5778.0,14613.0,-3119.0,0.0,0.02,0.52
-5738.0,14535.0,-3266.0,0.01,0.02,0.51
-5667.0,14719.0,-3170.0,0.01,0.03,0.52
-5394.0,14802.0,-2486.0,0.03,0.04,0.56
-5259.0,14890.0,-1955.0,0.04,0.04,0.59
-5424.0,14940.0,-488.0,0.03,0.04,0.68
-5757.0,14943.0,-83.0,0.01,0.04,0.71
-5681.0,14911.0,55.0,0.01,0.04,0.72
-5553.0,14923.0,-11.0,0.02,0.04,0.71
-5411.0,14939.0,-206.0,0.03,0.04,0.7
-5291.0,14954.0,-445.0,0.03,0.04,0.69
-5218.0,14962.0,-549.0,0.04,0.05,0.68
-5180.0,14969.0,-622.0,0.04,0.05,0.68
-5194.0,14972.0,-671.0,0.04,0.05,0.67
-5211.0,14954.0,-716.0,0.04,0.04,0.67
