acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1386.0,15563.0,-2531.0,0.28,0.54,-0.06
1364.0,15725.0,-2510.0,0.28,0.55,-0.06
1292.0,15734.0,-2317.0,0.28,0.55,-0.04
1335.0,15649.0,-2360.0,0.28,0.55,-0.05
1420.0,15524.0,-2486.0,0.29,0.54,-0.05
1357.0,15543.0,-2489.0,0.28,0.54,-0.05
1249.0,15544.0,-2416.0,0.28,0.54,-0.05
1091.0,15695.0,-2433.0,0.27,0.55,-0.05
1166.0,15515.0,-2524.0,0.27,0.54,-0.06
1215.0,15366.0,-2464.0,0.27,0.53,-0.05
1751.0,15585.0,-2671.0,0.31,0.54,-0.07
2000.0,15477.0,-2856.0,0.32,0.54,-0.08
2125.0,15545.0,-2990.0,0.33,0.54,-0.08
2156.0,15536.0,-2920.0,0.33,0.54,-0.08
2169.0,15414.0,-2764.0,0.33,0.53,-0.07
2082.0,15359.0,-2395.0,0.33,0.53,-0.05
2090.0,15384.0,-2200.0,0.33,0.53,-0.04
2090.0,15384.0,-2200.0,0.33,0.53,-0.04
2296.0,15352.0,-2274.0,0.34,0.53,-0.04
2601.0,15242.0,-2669.0,0.36,0.52,-0.06
452.0,14862.0,-3435.0,0.23,0.5,-0.11
398.0,15133.0,-3450.0,0.22,0.52,-0.11
563.0,15555.0,-3869.0,0.23,0.54,-0.14
463.0,15663.0,-4056.0,0.23,0.55,-0.15
463.0,15663.0,-4056.0,0.23,0.55,-0.15
463.0,15663.0,-4056.0,0.23,0.55,-0.15
175.0,15730.0,-3732.0,0.21,0.55,-0.13
216.0,15886.0,-3740.0,0.21,0.56,-0.13
383.0,15814.0,-3836.0,0.22,0.56,-0.14
383.0,15814.0,-3836.0,0.22,0.56,-0.14
383.0,15814.0,-3836.0,0.22,0.56,-0.14
1130.0,15668.0,-2957.0,0.27,0.55,-0.08
1246.0,15556.0,-2964.0,0.28,0.54,-0.08
1394.0,15464.0,-3043.0,0.29,0.54,-0.09
1394.0,15464.0,-3043.0,0.29,0.54,-0.09
1330.0,15467.0,-3065.0,0.28,0.54,-0.09
1194.0,15527.0,-2932.0,0.27,0.54,-0.08
1002.0,15589.0,-2703.0,0.26,0.54,-0.07
1002.0,15589.0,-2703.0,0.26,0.54,-0.07
1002.0,15589.0,-2703.0,0.26,0.54,-0.07
307.0,15861.0,-1371.0,0.22,0.56,0.01
79.0,15796.0,-1504.0,0.21,0.56,0.01
-27.0,15785.0,-1400.0,0.2,0.56,0.01
31.0,15755.0,-1305.0,0.2,0.55,0.02
79.0,15811.0,-1174.0,0.21,0.56,0.03
60.0,15908.0,-1283.0,0.2,0.56,0.02
-15.0,15812.0,-1415.0,0.2,0.56,0.01
-40.0,15785.0,-1759.0,0.2,0.56,-0.01
152.0,15691.0,-1661.0,0.21,0.55,-0.0
0.0,15778.0,-1395.0,0.2,0.56,0.01
1454.0,15995.0,1382.0,0.29,0.57,0.18
1872.0,16719.0,2000.0,0.31,0.61,0.22
2077.0,17059.0,2435.0,0.33,0.63,0.25
1912.0,16606.0,2277.0,0.32,0.61,0.24
1559.0,15864.0,1672.0,0.3,0.56,0.2
1251.0,15556.0,1300.0,0.28,0.54,0.18
567.0,15408.0,1205.0,0.23,0.53,0.17
496.0,15616.0,1848.0,0.23,0.55,0.21
358.0,15644.0,1959.0,0.22,0.55,0.22
228.0,15311.0,1846.0,0.21,0.53,0.21
