acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5510.0,15037.0,81.0,-0.05,0.05,0.65
-5510.0,15037.0,81.0,-0.05,0.05,0.65
-5510.0,15037.0,81.0,-0.05,0.05,0.65
-5510.0,15037.0,81.0,-0.05,0.05,0.65
-5510.0,15037.0,81.0,-0.05,0.05,0.65
-5510.0,15037.0,81.0,-0.05,0.05,0.65
-5510.0,15037.0,81.0,-0.05,0.05,0.65
-5510.0,15037.0,81.0,-0.05,0.05,0.65
-5510.0,15037.0,81.0,-0.05,0.05,0.65
-5510.0,15037.0,81.0,-0.05,0.05,0.65
-7303.0,14122.0,-1086.0,-0.16,-0.01,0.58
-7248.0,14115.0,-1041.0,-0.15,-0.01,0.58
-7263.0,14124.0,-1041.0,-0.16,-0.01,0.58
-7313.0,14128.0,-1065.0,-0.16,-0.01,0.58
-7331.0,14136.0,-1090.0,-0.16,-0.01,0.58
-7398.0,14171.0,-1077.0,-0.16,-0.0,0.58
-7352.0,14176.0,-1015.0,-0.16,-0.0,0.59
-7290.0,14158.0,-934.0,-0.16,-0.0,0.59
-7251.0,14179.0,-876.0,-0.15,-0.0,0.59
-7129.0,14160.0,-761.0,-0.15,-0.0,0.6
-6321.0,14483.0,-662.0,-0.1,0.02,0.61
-6414.0,14468.0,-657.0,-0.1,0.01,0.61
-6574.0,14457.0,-712.0,-0.11,0.01,0.6
-6670.0,14470.0,-766.0,-0.12,0.01,0.6
-6733.0,14491.0,-789.0,-0.12,0.02,0.6
-6823.0,14493.0,-824.0,-0.13,0.02,0.6
