acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6018.0,14755.0,-990.0,-0.01,0.03,0.65
-6582.0,14370.0,-1357.0,-0.04,0.01,0.63
-5570.0,15168.0,226.0,0.02,0.06,0.73
-6180.0,14878.0,-65.0,-0.02,0.04,0.71
-6453.0,14963.0,-70.0,-0.04,0.05,0.71
-6712.0,14362.0,-345.0,-0.05,0.01,0.69
-6813.0,14315.0,-1392.0,-0.06,0.01,0.63
-6952.0,14047.0,-2440.0,-0.07,-0.01,0.56
-6730.0,14185.0,-4439.0,-0.05,-0.0,0.44
-6465.0,14291.0,-3606.0,-0.04,0.0,0.49
-6256.0,14498.0,-1074.0,-0.02,0.02,0.65
-6449.0,14543.0,-359.0,-0.04,0.02,0.69
-6537.0,14541.0,145.0,-0.04,0.02,0.72
-6529.0,14489.0,240.0,-0.04,0.02,0.73
-6615.0,14399.0,28.0,-0.05,0.01,0.72
-6648.0,14442.0,-412.0,-0.05,0.01,0.69
-6594.0,14503.0,-612.0,-0.04,0.02,0.68
-6403.0,14644.0,-418.0,-0.03,0.03,0.69
-5917.0,15041.0,272.0,-0.0,0.05,0.73
-5709.0,14970.0,1055.0,0.01,0.05,0.78
