acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5912.0,14884.0,-1067.0,-0.07,0.04,0.58
-6547.0,14468.0,-1437.0,-0.11,0.01,0.56
-6070.0,14862.0,-718.0,-0.08,0.04,0.6
-7487.0,13811.0,-2460.0,-0.17,-0.03,0.5
-6939.0,14298.0,-1536.0,-0.14,0.0,0.55
-7033.0,14440.0,-1026.0,-0.14,0.01,0.59
-7367.0,13908.0,-2184.0,-0.16,-0.02,0.51
-6890.0,14318.0,-1362.0,-0.13,0.01,0.57
-6724.0,14539.0,-1070.0,-0.12,0.02,0.58
-6801.0,14247.0,-1800.0,-0.13,0.0,0.54
-6861.0,14266.0,-2384.0,-0.13,0.0,0.5
-6909.0,14246.0,-2379.0,-0.13,0.0,0.5
-6821.0,14231.0,-2293.0,-0.13,-0.0,0.51
-6750.0,14225.0,-2269.0,-0.12,-0.0,0.51
-6785.0,14253.0,-2315.0,-0.13,0.0,0.51
-6801.0,14252.0,-2315.0,-0.13,0.0,0.51
-6762.0,14236.0,-2288.0,-0.12,0.0,0.51
-6758.0,14226.0,-2246.0,-0.12,-0.0,0.51
-6738.0,14234.0,-2212.0,-0.12,0.0,0.51
-6722.0,14238.0,-2215.0,-0.12,0.0,0.51
-7009.0,14222.0,-1665.0,-0.14,-0.0,0.55
-6721.0,14366.0,-1471.0,-0.12,0.01,0.56
-6566.0,14353.0,-1058.0,-0.11,0.01,0.58
-6724.0,14467.0,-1519.0,-0.12,0.01,0.56
-6397.0,14509.0,-1112.0,-0.1,0.02,0.58
-6455.0,14435.0,-1524.0,-0.11,0.01,0.56
-6028.0,14569.0,-1290.0,-0.08,0.02,0.57
-5564.0,14843.0,-1403.0,-0.05,0.04,0.56
-5603.0,14817.0,-1151.0,-0.05,0.04,0.58
-5592.0,14759.0,-918.0,-0.05,0.03,0.59
-6329.0,14527.0,-1339.0,-0.1,0.02,0.57
-6274.0,14541.0,-1277.0,-0.09,0.02,0.57
-6255.0,14552.0,-1257.0,-0.09,0.02,0.57
-6268.0,14528.0,-1305.0,-0.09,0.02,0.57
-6290.0,14553.0,-1299.0,-0.1,0.02,0.57
-6297.0,14548.0,-1274.0,-0.1,0.02,0.57
-6325.0,14532.0,-1264.0,-0.1,0.02,0.57
-6332.0,14561.0,-1275.0,-0.1,0.02,0.57
-6308.0,14556.0,-1293.0,-0.1,0.02,0.57
-6270.0,14542.0,-1297.0,-0.09,0.02,0.57
-5403.0,14856.0,-420.0,-0.04,0.04,0.62
-5251.0,14867.0,-275.0,-0.03,0.04,0.63
-5103.0,14999.0,-233.0,-0.02,0.05,0.63
-5188.0,15038.0,-231.0,-0.03,0.05,0.63
-5340.0,14980.0,-178.0,-0.04,0.05,0.64
-5367.0,14969.0,-151.0,-0.04,0.04,0.64
-5405.0,14944.0,-198.0,-0.04,0.04,0.64
-5458.0,14930.0,-255.0,-0.05,0.04,0.63
-5506.0,14955.0,-283.0,-0.05,0.04,0.63
-5524.0,14936.0,-327.0,-0.05,0.04,0.63
-7009.0,14433.0,-1523.0,-0.14,0.01,0.56
-6995.0,14408.0,-1417.0,-0.14,0.01,0.56
-6952.0,14332.0,-1164.0,-0.14,0.01,0.58
-6900.0,14263.0,-712.0,-0.13,0.0,0.6
-6873.0,14303.0,-247.0,-0.13,0.0,0.63
-6875.0,14225.0,-43.0,-0.13,-0.0,0.65
-6899.0,14172.0,-103.0,-0.13,-0.0,0.64
-6677.0,14600.0,368.0,-0.12,0.02,0.67
-6008.0,14616.0,409.0,-0.08,0.02,0.67
-5591.0,14905.0,800.0,-0.05,0.04,0.7
