acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6086.0,14623.0,-1044.0,-0.08,0.02,0.58
-6086.0,14755.0,-964.0,-0.08,0.03,0.59
-5795.0,14993.0,-662.0,-0.07,0.05,0.61
-6019.0,14817.0,-902.0,-0.08,0.04,0.59
-6127.0,14662.0,-918.0,-0.09,0.03,0.59
-6325.0,14557.0,-863.0,-0.1,0.02,0.6
-6517.0,14483.0,-810.0,-0.11,0.02,0.6
-6639.0,14456.0,-833.0,-0.12,0.01,0.6
-6689.0,14452.0,-859.0,-0.12,0.01,0.6
-6768.0,14427.0,-929.0,-0.13,0.01,0.59
-6658.0,14473.0,-877.0,-0.12,0.01,0.59
-6659.0,14472.0,-879.0,-0.12,0.01,0.59
-6649.0,14488.0,-897.0,-0.12,0.02,0.59
-6663.0,14496.0,-907.0,-0.12,0.02,0.59
-6665.0,14496.0,-900.0,-0.12,0.02,0.59
-6655.0,14475.0,-874.0,-0.12,0.01,0.59
-6649.0,14470.0,-822.0,-0.12,0.01,0.6
-6616.0,14485.0,-816.0,-0.12,0.02,0.6
-6728.0,14422.0,-715.0,-0.12,0.01,0.6
-6925.0,14307.0,-605.0,-0.13,0.0,0.61
-5870.0,14752.0,-1071.0,-0.07,0.03,0.58
-6137.0,14401.0,-963.0,-0.09,0.01,0.59
-6259.0,14573.0,-1154.0,-0.09,0.02,0.58
-5840.0,14905.0,-1315.0,-0.07,0.04,0.57
-6066.0,14769.0,-1305.0,-0.08,0.03,0.57
-6194.0,14722.0,-1259.0,-0.09,0.03,0.57
-6172.0,14654.0,-1111.0,-0.09,0.03,0.58
-6465.0,14403.0,-1228.0,-0.11,0.01,0.57
-6800.0,14029.0,-1619.0,-0.13,-0.01,0.55
-6204.0,14785.0,-765.0,-0.09,0.03,0.6
