acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5983.0,14692.0,-1251.0,-0.01,0.03,0.64
-5637.0,14677.0,-1086.0,0.01,0.03,0.65
-5452.0,14816.0,-1204.0,0.02,0.04,0.64
-5441.0,14949.0,-1020.0,0.03,0.04,0.65
-5456.0,15100.0,-1326.0,0.02,0.05,0.63
-5026.0,15271.0,-514.0,0.05,0.06,0.68
-4777.0,15374.0,-926.0,0.07,0.07,0.66
-5629.0,14709.0,-1191.0,0.01,0.03,0.64
-5680.0,14683.0,-2080.0,0.01,0.03,0.59
-6450.0,14337.0,-2607.0,-0.04,0.01,0.55
-6249.0,14676.0,-1845.0,-0.02,0.03,0.6
-6449.0,14764.0,-2013.0,-0.04,0.03,0.59
-6146.0,14873.0,-1376.0,-0.02,0.04,0.63
-6215.0,14607.0,-1951.0,-0.02,0.02,0.59
-5651.0,14562.0,-1976.0,0.01,0.02,0.59
-5672.0,14943.0,-1127.0,0.01,0.04,0.64
-5637.0,14863.0,-950.0,0.01,0.04,0.66
-5569.0,15145.0,82.0,0.02,0.06,0.72
-5425.0,14933.0,119.0,0.03,0.04,0.72
-5491.0,14920.0,287.0,0.02,0.04,0.73
