acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6903.0,14401.0,-813.0,-0.13,0.01,0.6
-7007.0,14365.0,-759.0,-0.14,0.01,0.6
-7077.0,14332.0,-795.0,-0.14,0.01,0.6
-7047.0,14300.0,-872.0,-0.14,0.0,0.59
-6994.0,14280.0,-979.0,-0.14,0.0,0.59
-7028.0,14285.0,-1021.0,-0.14,0.0,0.59
-7106.0,14263.0,-1000.0,-0.15,0.0,0.59
-7120.0,14259.0,-954.0,-0.15,0.0,0.59
-7080.0,14251.0,-969.0,-0.14,0.0,0.59
-7108.0,14259.0,-1028.0,-0.15,0.0,0.59
-6968.0,14330.0,-1267.0,-0.14,0.01,0.57
-6972.0,14322.0,-1254.0,-0.14,0.01,0.57
-7041.0,14322.0,-1233.0,-0.14,0.01,0.57
-7061.0,14319.0,-1220.0,-0.14,0.01,0.57
-6942.0,14308.0,-1218.0,-0.14,0.0,0.57
-6864.0,14305.0,-1179.0,-0.13,0.0,0.58
-6880.0,14303.0,-1142.0,-0.13,0.0,0.58
-6851.0,14309.0,-1101.0,-0.13,0.0,0.58
-6855.0,14298.0,-1080.0,-0.13,0.0,0.58
-6936.0,14306.0,-1112.0,-0.14,0.0,0.58
-6171.0,14592.0,-1320.0,-0.09,0.02,0.57
-6152.0,14665.0,-1395.0,-0.09,0.03,0.56
-6478.0,14495.0,-1252.0,-0.11,0.02,0.57
-6686.0,14408.0,-1077.0,-0.12,0.01,0.58
-6707.0,14522.0,-1103.0,-0.12,0.02,0.58
-6669.0,14409.0,-1452.0,-0.12,0.01,0.56
-6311.0,14728.0,-1162.0,-0.1,0.03,0.58
-5995.0,14774.0,-707.0,-0.08,0.03,0.61
-6079.0,14733.0,-554.0,-0.08,0.03,0.61
-6396.0,14563.0,-662.0,-0.1,0.02,0.61
