acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6181.0,14066.0,-474.0,-0.09,-0.01,0.62
-6098.0,14029.0,-546.0,-0.08,-0.01,0.61
-6374.0,14341.0,-789.0,-0.1,0.01,0.6
-6421.0,14207.0,-1304.0,-0.1,-0.0,0.57
-7499.0,15776.0,-1461.0,-0.17,0.09,0.56
-6865.0,15130.0,-1789.0,-0.13,0.05,0.54
-6561.0,14968.0,-1720.0,-0.11,0.04,0.54
-6499.0,14715.0,-1591.0,-0.11,0.03,0.55
-6473.0,14561.0,-1709.0,-0.11,0.02,0.54
-6366.0,14528.0,-1901.0,-0.1,0.02,0.53
-7236.0,14089.0,-2622.0,-0.15,-0.01,0.49
-7155.0,14084.0,-2702.0,-0.15,-0.01,0.48
-7324.0,14126.0,-2580.0,-0.16,-0.01,0.49
-6840.0,13786.0,-4354.0,-0.13,-0.03,0.38
-7307.0,13471.0,-4716.0,-0.16,-0.05,0.36
-7300.0,13807.0,-4402.0,-0.16,-0.03,0.38
-6939.0,13628.0,-4589.0,-0.14,-0.04,0.37
-7128.0,14180.0,-2818.0,-0.15,-0.0,0.48
-7143.0,14133.0,-1734.0,-0.15,-0.01,0.54
-6854.0,14090.0,-594.0,-0.13,-0.01,0.61
-6782.0,14263.0,-2224.0,-0.13,0.0,0.51
-6716.0,14273.0,-2235.0,-0.12,0.0,0.51
-6609.0,14286.0,-2276.0,-0.12,0.0,0.51
-6588.0,14283.0,-2365.0,-0.11,0.0,0.5
-6661.0,14338.0,-2416.0,-0.12,0.01,0.5
-7066.0,14667.0,-2120.0,-0.14,0.03,0.52
