acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6523.0,14367.0,-1867.0,-0.11,0.01,0.53
-6467.0,14311.0,-1767.0,-0.11,0.0,0.54
-6529.0,14294.0,-1720.0,-0.11,0.0,0.54
-6602.0,14296.0,-1741.0,-0.11,0.0,0.54
-6698.0,14288.0,-1822.0,-0.12,0.0,0.54
-6744.0,14286.0,-1816.0,-0.12,0.0,0.54
-6823.0,14284.0,-1733.0,-0.13,0.0,0.54
-6876.0,14250.0,-1667.0,-0.13,0.0,0.55
-6949.0,14262.0,-1725.0,-0.14,0.0,0.54
-7009.0,14267.0,-1865.0,-0.14,0.0,0.53
-6244.0,14689.0,-309.0,-0.09,0.03,0.63
-6153.0,14682.0,-251.0,-0.09,0.03,0.63
-6035.0,14693.0,-230.0,-0.08,0.03,0.63
-6075.0,14702.0,-287.0,-0.08,0.03,0.63
-6084.0,14696.0,-284.0,-0.08,0.03,0.63
-6144.0,14686.0,-292.0,-0.09,0.03,0.63
-6185.0,14693.0,-248.0,-0.09,0.03,0.63
-6196.0,14703.0,-221.0,-0.09,0.03,0.63
-6137.0,14688.0,-174.0,-0.09,0.03,0.64
-6096.0,14689.0,-176.0,-0.08,0.03,0.64
-5992.0,14723.0,-878.0,-0.08,0.03,0.59
-6248.0,14614.0,-966.0,-0.09,0.02,0.59
-6165.0,14765.0,-1190.0,-0.09,0.03,0.58
-6306.0,14520.0,-915.0,-0.1,0.02,0.59
-5980.0,14781.0,-1158.0,-0.08,0.03,0.58
-6084.0,14716.0,-1140.0,-0.08,0.03,0.58
-6314.0,14610.0,-1011.0,-0.1,0.02,0.59
-6329.0,14566.0,-994.0,-0.1,0.02,0.59
-6267.0,14563.0,-947.0,-0.09,0.02,0.59
-6138.0,14666.0,-883.0,-0.09,0.03,0.59
