acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-4661.0,15185.0,-680.0,0.07,0.06,0.67
-5002.0,15138.0,-827.0,0.05,0.06,0.66
-5190.0,15043.0,-695.0,0.04,0.05,0.67
-5168.0,14995.0,-359.0,0.04,0.05,0.69
-4984.0,15032.0,-119.0,0.05,0.05,0.71
-5251.0,15154.0,-277.0,0.04,0.06,0.7
-5584.0,15040.0,-516.0,0.02,0.05,0.68
-4831.0,15193.0,364.0,0.06,0.06,0.74
-5139.0,15244.0,-57.0,0.04,0.06,0.71
-5366.0,14839.0,-716.0,0.03,0.04,0.67
-6756.0,14044.0,-2830.0,-0.05,-0.01,0.54
-5931.0,14834.0,-1720.0,-0.0,0.04,0.61
-5714.0,14573.0,-1743.0,0.01,0.02,0.61
-5342.0,14786.0,-1348.0,0.03,0.03,0.63
-4909.0,15368.0,-512.0,0.06,0.07,0.68
-5070.0,15012.0,-1080.0,0.05,0.05,0.65
-5078.0,15164.0,-372.0,0.05,0.06,0.69
-5306.0,14730.0,-1149.0,0.03,0.03,0.64
-5331.0,14913.0,-1076.0,0.03,0.04,0.65
-5366.0,14952.0,-833.0,0.03,0.04,0.66
