acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6383.0,14411.0,-1521.0,-0.1,0.01,0.56
-6254.0,14490.0,-1538.0,-0.09,0.02,0.55
-6001.0,14601.0,-1601.0,-0.08,0.02,0.55
-6190.0,14395.0,-1463.0,-0.09,0.01,0.56
-5796.0,14851.0,-1038.0,-0.07,0.04,0.58
-6018.0,14715.0,-1044.0,-0.08,0.03,0.58
-6206.0,14556.0,-1133.0,-0.09,0.02,0.58
-6419.0,14522.0,-1184.0,-0.1,0.02,0.58
-6544.0,14480.0,-1158.0,-0.11,0.02,0.58
-6680.0,14473.0,-1097.0,-0.12,0.01,0.58
-6697.0,14406.0,-921.0,-0.12,0.01,0.59
-6668.0,14426.0,-936.0,-0.12,0.01,0.59
-6762.0,14342.0,-1117.0,-0.12,0.01,0.58
-6727.0,14428.0,-935.0,-0.12,0.01,0.59
-6727.0,14421.0,-977.0,-0.12,0.01,0.59
-6586.0,14487.0,-749.0,-0.11,0.02,0.6
-6641.0,14393.0,-1107.0,-0.12,0.01,0.58
-6599.0,14441.0,-1120.0,-0.11,0.01,0.58
-6552.0,14517.0,-791.0,-0.11,0.02,0.6
-6546.0,14411.0,-1065.0,-0.11,0.01,0.58
-6584.0,14601.0,-1669.0,-0.11,0.02,0.55
-6054.0,14917.0,-934.0,-0.08,0.04,0.59
-5786.0,14885.0,-548.0,-0.07,0.04,0.61
-5896.0,14701.0,-589.0,-0.07,0.03,0.61
-6164.0,14554.0,-761.0,-0.09,0.02,0.6
-6392.0,14485.0,-906.0,-0.1,0.02,0.59
-6497.0,14437.0,-1005.0,-0.11,0.01,0.59
-6675.0,14420.0,-1113.0,-0.12,0.01,0.58
-6818.0,14409.0,-1114.0,-0.13,0.01,0.58
-6908.0,14367.0,-1143.0,-0.13,0.01,0.58
