acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-7099.0,14027.0,-2684.0,-0.15,-0.01,0.48
-7386.0,13891.0,-3321.0,-0.16,-0.02,0.45
-7259.0,14029.0,-3604.0,-0.16,-0.01,0.43
-7814.0,13254.0,-4025.0,-0.19,-0.06,0.4
-7608.0,13271.0,-4616.0,-0.18,-0.06,0.37
-6901.0,14183.0,-3655.0,-0.13,-0.0,0.43
-7162.0,14283.0,-2794.0,-0.15,0.0,0.48
-6641.0,14447.0,-2316.0,-0.12,0.01,0.51
-7399.0,14148.0,-1628.0,-0.16,-0.01,0.55
-7703.0,14060.0,-1342.0,-0.18,-0.01,0.57
-6339.0,14685.0,-2003.0,-0.1,0.03,0.53
-6318.0,14527.0,-2301.0,-0.1,0.02,0.51
-6422.0,14658.0,-2331.0,-0.1,0.03,0.51
-7057.0,14028.0,-3013.0,-0.14,-0.01,0.46
-7198.0,13883.0,-3574.0,-0.15,-0.02,0.43
-8045.0,13265.0,-4152.0,-0.2,-0.06,0.39
-8745.0,12835.0,-4126.0,-0.25,-0.09,0.4
-8999.0,12927.0,-3760.0,-0.26,-0.08,0.42
-8631.0,13310.0,-3375.0,-0.24,-0.06,0.44
-8652.0,12876.0,-3196.0,-0.24,-0.08,0.45
-7574.0,16410.0,-2455.0,-0.17,0.13,0.5
-5775.0,14012.0,-2667.0,-0.06,-0.01,0.49
-5188.0,13232.0,-2343.0,-0.03,-0.06,0.51
-5320.0,13342.0,-1999.0,-0.04,-0.05,0.53
-5837.0,13512.0,-1796.0,-0.07,-0.04,0.54
-6198.0,13644.0,-1542.0,-0.09,-0.04,0.55
-6417.0,14094.0,-447.0,-0.1,-0.01,0.62
-6373.0,14364.0,663.0,-0.1,0.01,0.69
-6392.0,14187.0,1719.0,-0.1,-0.0,0.75
-6648.0,13663.0,2023.0,-0.12,-0.03,0.77
