acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-1022.0,15450.0,-3413.0,0.14,0.54,-0.11
-1035.0,15478.0,-3462.0,0.14,0.54,-0.11
-1075.0,15363.0,-3415.0,0.13,0.53,-0.11
-1066.0,15196.0,-3358.0,0.14,0.52,-0.11
-1142.0,15206.0,-3242.0,0.13,0.52,-0.1
-1211.0,15305.0,-3146.0,0.13,0.53,-0.09
-1298.0,15451.0,-3020.0,0.12,0.54,-0.09
-1330.0,15605.0,-3018.0,0.12,0.55,-0.09
-1234.0,15598.0,-3110.0,0.12,0.55,-0.09
-1144.0,15404.0,-3200.0,0.13,0.53,-0.1
-442.0,15335.0,-2889.0,0.17,0.53,-0.08
-417.0,15626.0,-2958.0,0.17,0.55,-0.08
-483.0,15799.0,-2943.0,0.17,0.56,-0.08
-536.0,15876.0,-2911.0,0.17,0.56,-0.08
-480.0,15807.0,-2923.0,0.17,0.56,-0.08
-294.0,15548.0,-3046.0,0.18,0.54,-0.09
-72.0,15468.0,-3382.0,0.2,0.54,-0.11
-4.0,15457.0,-3485.0,0.2,0.54,-0.11
-26.0,15408.0,-3471.0,0.2,0.53,-0.11
-96.0,15468.0,-3346.0,0.19,0.54,-0.11
