acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5676.0,14911.0,-1137.0,0.01,0.04,0.64
-5754.0,14837.0,-1335.0,0.01,0.04,0.63
-6396.0,14582.0,-1381.0,-0.03,0.02,0.63
-6378.0,14636.0,-1293.0,-0.03,0.03,0.63
-6365.0,14669.0,-1214.0,-0.03,0.03,0.64
-6653.0,14774.0,-1398.0,-0.05,0.03,0.63
-6279.0,15494.0,-1605.0,-0.03,0.08,0.62
-6315.0,16522.0,-1631.0,-0.03,0.14,0.61
-6188.0,16324.0,-1601.0,-0.02,0.13,0.62
-6047.0,15880.0,-1257.0,-0.01,0.1,0.64
-5569.0,14606.0,-890.0,0.02,0.02,0.66
-5349.0,14763.0,-440.0,0.03,0.03,0.69
-5390.0,15208.0,967.0,0.03,0.06,0.77
-5281.0,15235.0,1381.0,0.04,0.06,0.8
-5219.0,15011.0,2052.0,0.04,0.05,0.84
-5220.0,14927.0,1784.0,0.04,0.04,0.82
-5361.0,14873.0,1012.0,0.03,0.04,0.78
-5504.0,14913.0,373.0,0.02,0.04,0.74
-5574.0,14908.0,102.0,0.02,0.04,0.72
-5629.0,14903.0,-128.0,0.01,0.04,0.71
-6175.0,14452.0,-2385.0,-0.02,0.01,0.57
-6759.0,14229.0,-3619.0,-0.06,0.0,0.49
-6708.0,14420.0,-3261.0,-0.05,0.01,0.51
-6585.0,14611.0,-2379.0,-0.04,0.02,0.57
-6321.0,14707.0,-1734.0,-0.03,0.03,0.61
-6108.0,14722.0,-1380.0,-0.02,0.03,0.63
-5938.0,14723.0,-963.0,-0.0,0.03,0.65
-5770.0,14848.0,-739.0,0.01,0.04,0.67
-5844.0,14620.0,-1349.0,0.0,0.02,0.63
-5523.0,15062.0,-302.0,0.02,0.05,0.7
-4714.0,15348.0,49.0,0.07,0.07,0.72
-6083.0,14705.0,-1373.0,-0.01,0.03,0.63
-6019.0,14540.0,-1244.0,-0.01,0.02,0.64
-6679.0,14321.0,-1608.0,-0.05,0.01,0.62
-6674.0,14385.0,-1519.0,-0.05,0.01,0.62
-6324.0,14601.0,-1294.0,-0.03,0.02,0.63
-5796.0,14805.0,-1103.0,0.0,0.04,0.65
-5455.0,14892.0,-943.0,0.02,0.04,0.66
-5336.0,14940.0,-895.0,0.03,0.04,0.66
-5530.0,14894.0,-920.0,0.02,0.04,0.66
-5258.0,15109.0,-7.0,0.04,0.05,0.71
-5295.0,15033.0,-109.0,0.03,0.05,0.71
-5335.0,14960.0,-223.0,0.03,0.05,0.7
-5434.0,14873.0,-349.0,0.03,0.04,0.69
-5419.0,14808.0,-407.0,0.03,0.04,0.69
-5346.0,14943.0,-433.0,0.03,0.04,0.69
-5369.0,15059.0,-396.0,0.03,0.05,0.69
-4362.0,15864.0,421.0,0.09,0.1,0.74
-4722.0,15663.0,781.0,0.07,0.09,0.76
-5056.0,15696.0,651.0,0.05,0.09,0.75
-4779.0,15335.0,-703.0,0.07,0.07,0.67
-4781.0,15289.0,-500.0,0.07,0.07,0.68
-4763.0,15220.0,-613.0,0.07,0.06,0.68
-4612.0,15328.0,-632.0,0.08,0.07,0.68
-4864.0,15448.0,206.0,0.06,0.07,0.73
-4596.0,15369.0,-715.0,0.08,0.07,0.67
-4113.0,15254.0,-598.0,0.11,0.06,0.68
-5035.0,15138.0,-700.0,0.05,0.06,0.67
-5998.0,14702.0,-1804.0,-0.01,0.03,0.6
-6709.0,14424.0,-2068.0,-0.05,0.01,0.59
