acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6768.0,16090.0,-1433.0,-0.06,0.11,0.63
-5711.0,15145.0,-1009.0,0.01,0.06,0.65
-4858.0,15093.0,-858.0,0.06,0.05,0.66
-4858.0,15093.0,-858.0,0.06,0.05,0.66
-4858.0,15093.0,-858.0,0.06,0.05,0.66
-6605.0,14329.0,-2158.0,-0.05,0.01,0.58
-7301.0,14049.0,-2213.0,-0.09,-0.01,0.58
-7301.0,14049.0,-2213.0,-0.09,-0.01,0.58
-7301.0,14049.0,-2213.0,-0.09,-0.01,0.58
-7421.0,14143.0,-1991.0,-0.1,-0.0,0.59
-6526.0,14380.0,-1298.0,-0.04,0.01,0.63
-6505.0,14308.0,-1415.0,-0.04,0.01,0.63
-6534.0,14274.0,-1477.0,-0.04,0.0,0.62
-6534.0,14274.0,-1477.0,-0.04,0.0,0.62
-6507.0,14637.0,-1425.0,-0.04,0.03,0.63
-5399.0,15741.0,173.0,0.03,0.09,0.72
-5118.0,16334.0,-48.0,0.05,0.13,0.71
-5118.0,16334.0,-48.0,0.05,0.13,0.71
-5649.0,14645.0,-1573.0,0.01,0.03,0.62
-7658.0,13653.0,-3417.0,-0.11,-0.03,0.51
-6517.0,14530.0,252.0,-0.04,0.02,0.73
