acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6301.0,14605.0,-360.0,-0.1,0.02,0.63
-6526.0,14522.0,-565.0,-0.11,0.02,0.61
-6778.0,14461.0,-759.0,-0.13,0.01,0.6
-6967.0,14402.0,-817.0,-0.14,0.01,0.6
-7004.0,14367.0,-781.0,-0.14,0.01,0.6
-6997.0,14354.0,-749.0,-0.14,0.01,0.6
-6975.0,14352.0,-763.0,-0.14,0.01,0.6
-6933.0,14372.0,-850.0,-0.14,0.01,0.6
-7078.0,14459.0,-1124.0,-0.14,0.01,0.58
-6860.0,15175.0,-1473.0,-0.13,0.06,0.56
-6948.0,14223.0,-1781.0,-0.14,-0.0,0.54
-7006.0,14213.0,-1806.0,-0.14,-0.0,0.54
-6988.0,14208.0,-1835.0,-0.14,-0.0,0.54
-6997.0,14216.0,-1806.0,-0.14,-0.0,0.54
-6951.0,14198.0,-1773.0,-0.14,-0.0,0.54
-6977.0,14194.0,-1792.0,-0.14,-0.0,0.54
-6996.0,14198.0,-1791.0,-0.14,-0.0,0.54
-7089.0,14194.0,-1807.0,-0.14,-0.0,0.54
-7193.0,14157.0,-1766.0,-0.15,-0.0,0.54
-7073.0,14260.0,-1815.0,-0.14,0.0,0.54
-6905.0,14248.0,-1481.0,-0.13,0.0,0.56
-6928.0,14238.0,-1563.0,-0.13,0.0,0.55
-6952.0,14256.0,-1581.0,-0.14,0.0,0.55
-6967.0,14269.0,-1602.0,-0.14,0.0,0.55
