acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6508.0,14600.0,3290.0,-0.04,0.02,0.91
-6508.0,14600.0,3290.0,-0.04,0.02,0.91
-6508.0,14600.0,3290.0,-0.04,0.02,0.91
-6508.0,14600.0,3290.0,-0.04,0.02,0.91
-6508.0,14600.0,3290.0,-0.04,0.02,0.91
-6508.0,14600.0,3290.0,-0.04,0.02,0.91
-6508.0,14600.0,3290.0,-0.04,0.02,0.91
-6508.0,14600.0,3290.0,-0.04,0.02,0.91
-6508.0,14600.0,3290.0,-0.04,0.02,0.91
-6508.0,14600.0,3290.0,-0.04,0.02,0.91
-6863.0,14541.0,529.0,-0.06,0.02,0.75
-7232.0,14220.0,609.0,-0.08,-0.0,0.75
-6919.0,14325.0,912.0,-0.06,0.01,0.77
-6780.0,14352.0,637.0,-0.06,0.01,0.75
-6901.0,14276.0,610.0,-0.06,0.0,0.75
-6382.0,14653.0,232.0,-0.03,0.03,0.73
-6341.0,14524.0,669.0,-0.03,0.02,0.75
-6382.0,14710.0,-40.0,-0.03,0.03,0.71
-5986.0,14840.0,859.0,-0.01,0.04,0.77
-6289.0,14736.0,457.0,-0.03,0.03,0.74
