acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-7251.0,14098.0,-1374.0,-0.15,-0.01,0.56
-7051.0,14103.0,-1333.0,-0.14,-0.01,0.57
-6970.0,14113.0,-1307.0,-0.14,-0.01,0.57
-7050.0,14129.0,-1367.0,-0.14,-0.01,0.56
-7248.0,14149.0,-1486.0,-0.15,-0.01,0.56
-7302.0,14179.0,-1601.0,-0.16,-0.0,0.55
-7311.0,14205.0,-1696.0,-0.16,-0.0,0.54
-7294.0,14211.0,-1637.0,-0.16,-0.0,0.55
-7174.0,14184.0,-1568.0,-0.15,-0.0,0.55
-7137.0,14194.0,-1456.0,-0.15,-0.0,0.56
-6541.0,14853.0,-795.0,-0.11,0.04,0.6
-6222.0,15278.0,-418.0,-0.09,0.06,0.62
-7225.0,14444.0,-1173.0,-0.15,0.01,0.58
-6097.0,14795.0,-569.0,-0.08,0.03,0.61
-7711.0,13835.0,-1813.0,-0.18,-0.02,0.54
-8636.0,13260.0,-2428.0,-0.24,-0.06,0.5
-8674.0,13442.0,-2356.0,-0.24,-0.05,0.5
-8674.0,13662.0,-2047.0,-0.24,-0.03,0.52
-8324.0,13815.0,-1798.0,-0.22,-0.03,0.54
-7839.0,13796.0,-1592.0,-0.19,-0.03,0.55
-6767.0,14184.0,-1051.0,-0.12,-0.0,0.58
-6725.0,14265.0,-992.0,-0.12,0.0,0.59
-6776.0,14483.0,-920.0,-0.13,0.02,0.59
-7132.0,14935.0,-781.0,-0.15,0.04,0.6
-7400.0,15150.0,-971.0,-0.16,0.06,0.59
-7688.0,15305.0,-1321.0,-0.18,0.07,0.57
