acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6355.0,14503.0,-912.0,-0.1,0.02,0.59
-6404.0,14515.0,-948.0,-0.1,0.02,0.59
-6525.0,14559.0,-949.0,-0.11,0.02,0.59
-6598.0,14512.0,-1056.0,-0.11,0.02,0.58
-6627.0,14478.0,-1095.0,-0.12,0.01,0.58
-6558.0,14490.0,-985.0,-0.11,0.02,0.59
-6480.0,14489.0,-942.0,-0.11,0.02,0.59
-6433.0,14517.0,-941.0,-0.1,0.02,0.59
-6424.0,14507.0,-979.0,-0.1,0.02,0.59
-6393.0,14520.0,-971.0,-0.1,0.02,0.59
-6558.0,14490.0,-979.0,-0.11,0.02,0.59
-6643.0,14454.0,-1036.0,-0.12,0.01,0.58
-6645.0,14455.0,-1007.0,-0.12,0.01,0.59
-6558.0,14498.0,-1032.0,-0.11,0.02,0.59
-6599.0,14413.0,-981.0,-0.11,0.01,0.59
-6559.0,14439.0,-986.0,-0.11,0.01,0.59
-6527.0,14463.0,-993.0,-0.11,0.01,0.59
-6591.0,14464.0,-965.0,-0.11,0.01,0.59
-6669.0,14450.0,-1035.0,-0.12,0.01,0.59
-6689.0,14560.0,-429.0,-0.12,0.02,0.62
