acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5878.0,14637.0,872.0,-0.0,0.03,0.77
-6423.0,14508.0,848.0,-0.03,0.02,0.77
-6346.0,14568.0,790.0,-0.03,0.02,0.76
-6260.0,14613.0,624.0,-0.02,0.02,0.75
-5846.0,14930.0,281.0,0.0,0.04,0.73
-6155.0,14761.0,530.0,-0.02,0.03,0.75
-6230.0,14614.0,529.0,-0.02,0.02,0.75
-6342.0,14675.0,6.0,-0.03,0.03,0.71
-6551.0,14607.0,151.0,-0.04,0.02,0.72
-6601.0,14551.0,242.0,-0.05,0.02,0.73
-6099.0,14577.0,1144.0,-0.01,0.02,0.78
-6243.0,14801.0,684.0,-0.02,0.04,0.76
-5812.0,14949.0,1058.0,0.0,0.04,0.78
-6331.0,14777.0,596.0,-0.03,0.03,0.75
-5771.0,14856.0,873.0,0.01,0.04,0.77
-6271.0,14875.0,812.0,-0.03,0.04,0.76
-6344.0,14565.0,489.0,-0.03,0.02,0.74
-6355.0,14560.0,441.0,-0.03,0.02,0.74
-6290.0,14623.0,379.0,-0.03,0.02,0.74
-6184.0,14749.0,313.0,-0.02,0.03,0.73
