acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5624.0,14874.0,-1676.0,0.01,0.04,0.61
-5553.0,14867.0,-1124.0,0.02,0.04,0.65
-5476.0,14991.0,-1301.0,0.02,0.05,0.63
-5824.0,14298.0,-2417.0,0.0,0.0,0.57
-5913.0,14803.0,-1358.0,-0.0,0.04,0.63
-5712.0,15035.0,-750.0,0.01,0.05,0.67
-5397.0,14955.0,-840.0,0.03,0.04,0.66
-5352.0,15088.0,354.0,0.03,0.05,0.74
-5378.0,14928.0,199.0,0.03,0.04,0.73
-5398.0,14849.0,-131.0,0.03,0.04,0.71
-5398.0,14849.0,-131.0,0.03,0.04,0.71
-4834.0,14876.0,-3122.0,0.06,0.04,0.52
