acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-7206.0,13976.0,-2288.0,-0.15,-0.02,0.51
-7157.0,14072.0,-2466.0,-0.15,-0.01,0.5
-7098.0,14111.0,-2106.0,-0.15,-0.01,0.52
-6906.0,14314.0,-2233.0,-0.13,0.0,0.51
-6865.0,14233.0,-1814.0,-0.13,0.0,0.54
-7151.0,14003.0,-1502.0,-0.15,-0.01,0.56
-6364.0,14497.0,-1833.0,-0.1,0.02,0.54
-6220.0,14542.0,-1800.0,-0.09,0.02,0.54
-6464.0,14411.0,-1741.0,-0.11,0.01,0.54
-6753.0,14257.0,-1375.0,-0.12,0.0,0.56
-7043.0,14223.0,-1682.0,-0.14,-0.0,0.55
-6965.0,14223.0,-1696.0,-0.14,-0.0,0.54
-6907.0,14221.0,-1665.0,-0.13,-0.0,0.55
-6889.0,14234.0,-1614.0,-0.13,0.0,0.55
-6950.0,14243.0,-1558.0,-0.14,0.0,0.55
-6985.0,14241.0,-1542.0,-0.14,0.0,0.55
-7016.0,14220.0,-1496.0,-0.14,-0.0,0.56
-7304.0,13964.0,-1406.0,-0.16,-0.02,0.56
-7095.0,14277.0,-1483.0,-0.14,0.0,0.56
-6849.0,14267.0,-1563.0,-0.13,0.0,0.55
