acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5866.0,14761.0,442.0,-0.07,0.03,0.68
-5780.0,14829.0,101.0,-0.06,0.04,0.65
-5223.0,15053.0,-603.0,-0.03,0.05,0.61
-5001.0,15105.0,158.0,-0.02,0.05,0.66
-5158.0,15182.0,-255.0,-0.03,0.06,0.63
-5524.0,14815.0,-890.0,-0.05,0.04,0.59
-5536.0,15012.0,-928.0,-0.05,0.05,0.59
-7006.0,14190.0,-2409.0,-0.14,-0.0,0.5
-7137.0,14173.0,-2101.0,-0.15,-0.0,0.52
-7146.0,14332.0,-1520.0,-0.15,0.01,0.56
-6871.0,14373.0,-1141.0,-0.13,0.01,0.58
-6885.0,14379.0,-1166.0,-0.13,0.01,0.58
-6847.0,14369.0,-1127.0,-0.13,0.01,0.58
-6791.0,14370.0,-1114.0,-0.13,0.01,0.58
-6799.0,14392.0,-1157.0,-0.13,0.01,0.58
-6756.0,14389.0,-1149.0,-0.12,0.01,0.58
-6718.0,14381.0,-1099.0,-0.12,0.01,0.58
-6717.0,14372.0,-1040.0,-0.12,0.01,0.58
-6738.0,14365.0,-1057.0,-0.12,0.01,0.58
-6765.0,14376.0,-1100.0,-0.12,0.01,0.58
