acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6831.0,13903.0,-635.0,-0.13,-0.02,0.61
-6924.0,13947.0,-724.0,-0.13,-0.02,0.6
-6619.0,13910.0,-793.0,-0.12,-0.02,0.6
-6614.0,14000.0,-811.0,-0.12,-0.01,0.6
-7219.0,15564.0,-1381.0,-0.15,0.08,0.56
-6682.0,14926.0,-1576.0,-0.12,0.04,0.55
-6681.0,14685.0,-1668.0,-0.12,0.03,0.55
-6890.0,14498.0,-1975.0,-0.13,0.02,0.53
-7128.0,14336.0,-2785.0,-0.15,0.01,0.48
-7389.0,14401.0,-2789.0,-0.16,0.01,0.48
-5559.0,14346.0,-1192.0,-0.05,0.01,0.58
-6153.0,14220.0,-1575.0,-0.09,-0.0,0.55
-6330.0,14212.0,-1822.0,-0.1,-0.0,0.54
-7051.0,14371.0,-1945.0,-0.14,0.01,0.53
-7254.0,14793.0,-1993.0,-0.15,0.03,0.53
-7613.0,14607.0,-1959.0,-0.18,0.02,0.53
-7862.0,14550.0,-2202.0,-0.19,0.02,0.51
-8366.0,13719.0,-3156.0,-0.22,-0.03,0.46
-8998.0,12903.0,-3996.0,-0.26,-0.08,0.4
-8931.0,12931.0,-3413.0,-0.26,-0.08,0.44
