acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-7399.0,13504.0,-2566.0,-0.16,-0.04,0.49
-7121.0,14286.0,-2171.0,-0.15,0.0,0.52
-5231.0,15694.0,-407.0,-0.03,0.09,0.62
-5853.0,15049.0,-721.0,-0.07,0.05,0.6
-6446.0,14358.0,-1480.0,-0.11,0.01,0.56
-6719.0,14176.0,-1828.0,-0.12,-0.0,0.54
-6536.0,14457.0,-1540.0,-0.11,0.01,0.55
-6259.0,14604.0,-1229.0,-0.09,0.02,0.57
-5939.0,14718.0,-1016.0,-0.07,0.03,0.59
-5755.0,14792.0,-975.0,-0.06,0.03,0.59
-4899.0,15147.0,522.0,-0.01,0.06,0.68
-5784.0,14698.0,-757.0,-0.06,0.03,0.6
-6480.0,14457.0,-1739.0,-0.11,0.01,0.54
-6220.0,14219.0,-2603.0,-0.09,-0.0,0.49
-6452.0,14483.0,-1799.0,-0.11,0.02,0.54
-7067.0,14131.0,-2424.0,-0.14,-0.01,0.5
-7528.0,13866.0,-2549.0,-0.17,-0.02,0.49
-7374.0,14230.0,-1972.0,-0.16,-0.0,0.53
-6913.0,14537.0,-1416.0,-0.13,0.02,0.56
-6527.0,14638.0,-1078.0,-0.11,0.02,0.58
