acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6970.0,14337.0,-1813.0,-0.14,0.01,0.54
-7044.0,14268.0,-1876.0,-0.14,0.0,0.53
-7162.0,14286.0,-2287.0,-0.15,0.0,0.51
-7192.0,14182.0,-2631.0,-0.15,-0.0,0.49
-6918.0,13938.0,-3321.0,-0.13,-0.02,0.45
-6754.0,14389.0,-2350.0,-0.12,0.01,0.5
-6978.0,14320.0,-3778.0,-0.14,0.01,0.42
-7080.0,14104.0,-3673.0,-0.14,-0.01,0.42
-6826.0,14336.0,-2605.0,-0.13,0.01,0.49
-7196.0,14364.0,-682.0,-0.15,0.01,0.61
-6963.0,14122.0,-1703.0,-0.14,-0.01,0.54
-6936.0,14147.0,-1718.0,-0.14,-0.01,0.54
-6554.0,14774.0,-788.0,-0.11,0.03,0.6
-6410.0,14654.0,-1406.0,-0.1,0.03,0.56
-6474.0,14832.0,-606.0,-0.11,0.04,0.61
-6045.0,14754.0,-779.0,-0.08,0.03,0.6
-6022.0,14703.0,-1105.0,-0.08,0.03,0.58
-6212.0,14476.0,-1757.0,-0.09,0.01,0.54
-7032.0,14075.0,-2504.0,-0.14,-0.01,0.5
-7608.0,13477.0,-3619.0,-0.18,-0.05,0.43
