acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-7002.0,14070.0,-2422.0,-0.14,-0.01,0.5
-6998.0,14072.0,-2209.0,-0.14,-0.01,0.51
-7046.0,14052.0,-2218.0,-0.14,-0.01,0.51
-7335.0,13706.0,-2666.0,-0.16,-0.03,0.49
-7201.0,13992.0,-2349.0,-0.15,-0.01,0.5
-7325.0,13966.0,-2378.0,-0.16,-0.02,0.5
-7246.0,14128.0,-1967.0,-0.15,-0.01,0.53
-7177.0,14127.0,-1654.0,-0.15,-0.01,0.55
-7064.0,14149.0,-1672.0,-0.14,-0.01,0.55
-7055.0,14166.0,-1884.0,-0.14,-0.0,0.53
-7038.0,14111.0,-1656.0,-0.14,-0.01,0.55
-6895.0,14235.0,-1968.0,-0.13,0.0,0.53
-6828.0,14409.0,-1629.0,-0.13,0.01,0.55
-6925.0,14350.0,-2009.0,-0.13,0.01,0.53
-7415.0,13605.0,-3033.0,-0.16,-0.04,0.46
-7237.0,14081.0,-2406.0,-0.15,-0.01,0.5
-7283.0,14082.0,-2560.0,-0.16,-0.01,0.49
-7436.0,13778.0,-2864.0,-0.17,-0.03,0.47
-7402.0,13876.0,-2662.0,-0.16,-0.02,0.49
-7577.0,13776.0,-2564.0,-0.17,-0.03,0.49
