acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5934.0,14732.0,-942.0,-0.07,0.03,0.59
-6017.0,14693.0,-899.0,-0.08,0.03,0.59
-6132.0,14706.0,-724.0,-0.09,0.03,0.6
-6392.0,14603.0,-725.0,-0.1,0.02,0.6
-6658.0,14415.0,-770.0,-0.12,0.01,0.6
-6893.0,14334.0,-827.0,-0.13,0.01,0.6
-6960.0,14283.0,-842.0,-0.14,0.0,0.6
-7129.0,14238.0,-912.0,-0.15,0.0,0.59
-7141.0,14224.0,-874.0,-0.15,-0.0,0.59
-7190.0,14200.0,-909.0,-0.15,-0.0,0.59
-7642.0,14148.0,-1181.0,-0.18,-0.01,0.58
-7415.0,14148.0,-1189.0,-0.16,-0.01,0.58
-7225.0,14179.0,-1207.0,-0.15,-0.0,0.57
-7202.0,14227.0,-1260.0,-0.15,-0.0,0.57
-7245.0,14238.0,-1206.0,-0.15,0.0,0.57
-7336.0,14159.0,-1025.0,-0.16,-0.0,0.59
-7368.0,14209.0,-983.0,-0.16,-0.0,0.59
-7600.0,14127.0,-1030.0,-0.18,-0.01,0.59
-7878.0,13474.0,-920.0,-0.19,-0.05,0.59
-7257.0,14093.0,-980.0,-0.15,-0.01,0.59
-7024.0,14222.0,-1242.0,-0.14,-0.0,0.57
