acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5609.0,14780.0,-1191.0,0.02,0.03,0.64
-5690.0,14807.0,-1609.0,0.01,0.04,0.62
-6199.0,14478.0,-1806.0,-0.02,0.02,0.6
-5899.0,14825.0,-1567.0,-0.0,0.04,0.62
-5827.0,14903.0,-1432.0,0.0,0.04,0.63
-6318.0,14556.0,-1443.0,-0.03,0.02,0.63
-6593.0,14265.0,-1671.0,-0.04,0.0,0.61
-6633.0,14244.0,-2099.0,-0.05,0.0,0.59
-6204.0,14651.0,-1835.0,-0.02,0.03,0.6
-6442.0,14423.0,-1991.0,-0.04,0.01,0.59
-5401.0,14475.0,-2064.0,0.03,0.02,0.59
-5629.0,14809.0,-1166.0,0.01,0.04,0.64
-5862.0,14624.0,-899.0,-0.0,0.02,0.66
-5499.0,14868.0,-515.0,0.02,0.04,0.68
-5698.0,14820.0,262.0,0.01,0.04,0.73
-5643.0,14841.0,497.0,0.01,0.04,0.74
-5563.0,14975.0,941.0,0.02,0.05,0.77
-5674.0,14895.0,122.0,0.01,0.04,0.72
-5665.0,14831.0,-370.0,0.01,0.04,0.69
-5712.0,14801.0,-793.0,0.01,0.04,0.67
