acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6338.0,14641.0,-528.0,-0.03,0.03,0.68
-6338.0,14641.0,-528.0,-0.03,0.03,0.68
-6338.0,14641.0,-528.0,-0.03,0.03,0.68
-6076.0,14906.0,-695.0,-0.01,0.04,0.67
-6489.0,15461.0,-613.0,-0.04,0.08,0.68
-6489.0,15461.0,-613.0,-0.04,0.08,0.68
-6489.0,15461.0,-613.0,-0.04,0.08,0.68
-5921.0,15487.0,-201.0,-0.0,0.08,0.7
-6172.0,15095.0,296.0,-0.02,0.05,0.73
-6172.0,15095.0,296.0,-0.02,0.05,0.73
-5963.0,14808.0,-224.0,-0.01,0.04,0.7
-5755.0,14783.0,-130.0,0.01,0.03,0.71
-5309.0,15329.0,760.0,0.03,0.07,0.76
-5309.0,15329.0,760.0,0.03,0.07,0.76
-5005.0,15417.0,1124.0,0.05,0.07,0.78
-5737.0,15131.0,326.0,0.01,0.06,0.73
-5860.0,15117.0,-16.0,-0.0,0.05,0.71
-5860.0,15117.0,-16.0,-0.0,0.05,0.71
-5377.0,14980.0,-515.0,0.03,0.05,0.68
-7207.0,14369.0,-1687.0,-0.08,0.01,0.61
