acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5877.0,14686.0,935.0,-0.0,0.03,0.77
-5463.0,15017.0,512.0,0.02,0.05,0.74
-5755.0,14906.0,441.0,0.01,0.04,0.74
-5950.0,14797.0,463.0,-0.01,0.04,0.74
-6122.0,14722.0,500.0,-0.02,0.03,0.74
-6246.0,14659.0,561.0,-0.02,0.03,0.75
-6329.0,14629.0,585.0,-0.03,0.02,0.75
-6327.0,14596.0,601.0,-0.03,0.02,0.75
-6331.0,14580.0,593.0,-0.03,0.02,0.75
-6370.0,14562.0,593.0,-0.03,0.02,0.75
-6049.0,14713.0,812.0,-0.01,0.03,0.76
-5914.0,14791.0,1041.0,-0.0,0.03,0.78
-6025.0,14741.0,924.0,-0.01,0.03,0.77
-6030.0,14762.0,1174.0,-0.01,0.03,0.79
-6026.0,14777.0,1060.0,-0.01,0.03,0.78
-6159.0,14655.0,770.0,-0.02,0.03,0.76
-6094.0,14743.0,965.0,-0.01,0.03,0.77
-6447.0,14626.0,686.0,-0.04,0.02,0.76
-6564.0,14514.0,355.0,-0.04,0.02,0.74
-6547.0,14521.0,136.0,-0.04,0.02,0.72
