acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1742.0,15700.0,2074.0,0.31,0.55,0.22
1704.0,15591.0,2582.0,0.3,0.54,0.26
1790.0,15592.0,2798.0,0.31,0.54,0.27
1721.0,15686.0,2611.0,0.31,0.55,0.26
1359.0,15797.0,2238.0,0.28,0.56,0.23
1349.0,15517.0,2024.0,0.28,0.54,0.22
1818.0,15564.0,2384.0,0.31,0.54,0.24
2203.0,15570.0,3090.0,0.33,0.54,0.29
2297.0,15585.0,2874.0,0.34,0.54,0.27
2122.0,15601.0,2374.0,0.33,0.55,0.24
1948.0,15552.0,2748.0,0.32,0.54,0.27
1888.0,15616.0,2576.0,0.32,0.55,0.26
1842.0,15588.0,2642.0,0.31,0.54,0.26
1831.0,15565.0,2684.0,0.31,0.54,0.26
1844.0,15574.0,2699.0,0.31,0.54,0.26
1866.0,15567.0,2758.0,0.31,0.54,0.27
1710.0,15601.0,2916.0,0.3,0.55,0.28
1345.0,15810.0,2949.0,0.28,0.56,0.28
1928.0,16587.0,2601.0,0.32,0.61,0.26
2616.0,17680.0,2535.0,0.36,0.67,0.25
