acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5514.0,15267.0,712.0,-0.05,0.06,0.69
-5283.0,15202.0,639.0,-0.03,0.06,0.69
-5008.0,15168.0,224.0,-0.02,0.06,0.66
-4772.0,15207.0,1083.0,-0.0,0.06,0.71
-5595.0,14919.0,-662.0,-0.05,0.04,0.61
-5139.0,15064.0,-197.0,-0.03,0.05,0.64
-6175.0,14625.0,-1770.0,-0.09,0.02,0.54
-6433.0,14419.0,-1576.0,-0.1,0.01,0.55
-6600.0,14434.0,-1525.0,-0.11,0.01,0.56
-6630.0,14448.0,-1150.0,-0.12,0.01,0.58
-6630.0,14448.0,-1150.0,-0.12,0.01,0.58
-6630.0,14448.0,-1150.0,-0.12,0.01,0.58
-6630.0,14448.0,-1150.0,-0.12,0.01,0.58
-6630.0,14448.0,-1150.0,-0.12,0.01,0.58
-6630.0,14448.0,-1150.0,-0.12,0.01,0.58
-6630.0,14448.0,-1150.0,-0.12,0.01,0.58
-6630.0,14448.0,-1150.0,-0.12,0.01,0.58
-6630.0,14448.0,-1150.0,-0.12,0.01,0.58
-6630.0,14448.0,-1150.0,-0.12,0.01,0.58
-6630.0,14448.0,-1150.0,-0.12,0.01,0.58
-6953.0,14397.0,-1168.0,-0.14,0.01,0.58
-6965.0,14408.0,-745.0,-0.14,0.01,0.6
-6732.0,14475.0,-365.0,-0.12,0.01,0.63
-6571.0,14520.0,-241.0,-0.11,0.02,0.63
-6472.0,14542.0,-214.0,-0.11,0.02,0.64
-6449.0,14575.0,-228.0,-0.11,0.02,0.63
-6478.0,14583.0,-255.0,-0.11,0.02,0.63
-6512.0,14604.0,-268.0,-0.11,0.02,0.63
-6469.0,14583.0,-218.0,-0.11,0.02,0.63
-6484.0,14570.0,-182.0,-0.11,0.02,0.64
-6824.0,14491.0,-623.0,-0.13,0.02,0.61
-6826.0,14487.0,-615.0,-0.13,0.02,0.61
-6749.0,14485.0,-625.0,-0.12,0.02,0.61
-6636.0,14456.0,-573.0,-0.12,0.01,0.61
-6621.0,14455.0,-528.0,-0.12,0.01,0.62
-6590.0,14447.0,-497.0,-0.11,0.01,0.62
-6629.0,14452.0,-510.0,-0.12,0.01,0.62
-6670.0,14476.0,-531.0,-0.12,0.01,0.62
-6702.0,14482.0,-502.0,-0.12,0.02,0.62
-6674.0,14472.0,-476.0,-0.12,0.01,0.62
-6930.0,14431.0,-746.0,-0.13,0.01,0.6
-6840.0,14499.0,-411.0,-0.13,0.02,0.62
-6695.0,14516.0,-322.0,-0.12,0.02,0.63
-6538.0,14553.0,-281.0,-0.11,0.02,0.63
-6467.0,14549.0,-291.0,-0.11,0.02,0.63
-6403.0,14551.0,-296.0,-0.1,0.02,0.63
-6435.0,14578.0,-294.0,-0.1,0.02,0.63
-6516.0,14600.0,-286.0,-0.11,0.02,0.63
-6551.0,14600.0,-265.0,-0.11,0.02,0.63
