acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5638.0,14773.0,-2016.0,0.01,0.03,0.59
-5255.0,14904.0,-1874.0,0.04,0.04,0.6
-4984.0,14968.0,-1831.0,0.05,0.05,0.6
-5127.0,14864.0,-1823.0,0.04,0.04,0.6
-5609.0,15099.0,-1948.0,0.02,0.05,0.59
-6169.0,15781.0,-2232.0,-0.02,0.1,0.58
-6464.0,16120.0,-2535.0,-0.04,0.12,0.56
-6146.0,15866.0,-2499.0,-0.02,0.1,0.56
-5172.0,15354.0,-2379.0,0.04,0.07,0.57
-4990.0,14812.0,-2016.0,0.05,0.04,0.59
-5621.0,14874.0,-2016.0,0.01,0.04,0.59
-5478.0,14735.0,-1377.0,0.02,0.03,0.63
-5904.0,15063.0,338.0,-0.0,0.05,0.73
-5741.0,14869.0,715.0,0.01,0.04,0.76
-5534.0,14799.0,254.0,0.02,0.04,0.73
-5541.0,14825.0,-731.0,0.02,0.04,0.67
-5521.0,14836.0,-1371.0,0.02,0.04,0.63
-5551.0,14826.0,-1876.0,0.02,0.04,0.6
-5599.0,14860.0,-1977.0,0.02,0.04,0.59
-5588.0,14857.0,-1928.0,0.02,0.04,0.6
