acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5393.0,15086.0,-704.0,-0.04,0.05,0.61
-6497.0,14460.0,-2122.0,-0.11,0.01,0.52
-7427.0,13922.0,-2586.0,-0.17,-0.02,0.49
-6986.0,14308.0,-2451.0,-0.14,0.0,0.5
-6304.0,14735.0,-1846.0,-0.1,0.03,0.54
-5847.0,14914.0,-1524.0,-0.07,0.04,0.56
-5282.0,15019.0,-1307.0,-0.03,0.05,0.57
-5002.0,15037.0,-1149.0,-0.02,0.05,0.58
-5087.0,14992.0,-1135.0,-0.02,0.05,0.58
-5513.0,14867.0,-922.0,-0.05,0.04,0.59
-4461.0,15905.0,1065.0,0.02,0.1,0.71
-4250.0,16056.0,1232.0,0.03,0.11,0.72
-4451.0,15667.0,615.0,0.02,0.09,0.69
-5003.0,15123.0,-1500.0,-0.02,0.05,0.56
-4757.0,14822.0,-1270.0,-0.0,0.04,0.57
-5416.0,14764.0,-2600.0,-0.04,0.03,0.49
-6200.0,14291.0,-3358.0,-0.09,0.0,0.44
-6937.0,14012.0,-3984.0,-0.14,-0.01,0.41
-6939.0,14115.0,-3724.0,-0.14,-0.01,0.42
-6574.0,14449.0,-3116.0,-0.11,0.01,0.46
