acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6886.0,14468.0,2095.0,-0.13,0.01,0.78
-7008.0,14439.0,889.0,-0.14,0.01,0.7
-6928.0,14455.0,-399.0,-0.13,0.01,0.62
-6652.0,14492.0,-1256.0,-0.12,0.02,0.57
-6326.0,14478.0,-1613.0,-0.1,0.01,0.55
-6249.0,14454.0,-1607.0,-0.09,0.01,0.55
-6367.0,14429.0,-1567.0,-0.1,0.01,0.55
-6478.0,14423.0,-1452.0,-0.11,0.01,0.56
-6550.0,14433.0,-1448.0,-0.11,0.01,0.56
-6616.0,14463.0,-1542.0,-0.12,0.01,0.55
-6766.0,14545.0,449.0,-0.12,0.02,0.68
-6521.0,14887.0,1878.0,-0.11,0.04,0.76
-5960.0,14955.0,950.0,-0.08,0.04,0.71
-6134.0,14606.0,-612.0,-0.09,0.02,0.61
-6572.0,14356.0,-2780.0,-0.11,0.01,0.48
-7042.0,13930.0,-4133.0,-0.14,-0.02,0.4
-7196.0,14072.0,-3426.0,-0.15,-0.01,0.44
-7079.0,14218.0,-2425.0,-0.14,-0.0,0.5
-6930.0,14212.0,-1843.0,-0.13,-0.0,0.54
-6793.0,14232.0,-1365.0,-0.13,-0.0,0.56
