acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-7910.0,13637.0,-2514.0,-0.13,-0.04,0.56
-7959.0,13598.0,-2492.0,-0.13,-0.04,0.56
-7615.0,13877.0,-2175.0,-0.11,-0.02,0.58
-7303.0,14026.0,-1986.0,-0.09,-0.01,0.59
-7018.0,14149.0,-1903.0,-0.07,-0.0,0.6
-6752.0,14216.0,-1813.0,-0.05,-0.0,0.6
-6438.0,14398.0,-1617.0,-0.04,0.01,0.62
-6447.0,14593.0,-1559.0,-0.04,0.02,0.62
-6666.0,14753.0,-1593.0,-0.05,0.03,0.62
-7001.0,15090.0,-1582.0,-0.07,0.05,0.62
-6873.0,14850.0,-1523.0,-0.06,0.04,0.62
-6694.0,15171.0,-591.0,-0.05,0.06,0.68
-6145.0,15326.0,-85.0,-0.02,0.07,0.71
-6742.0,14502.0,-1088.0,-0.05,0.02,0.65
-7519.0,13739.0,-2249.0,-0.1,-0.03,0.58
-7633.0,13722.0,-3109.0,-0.11,-0.03,0.52
-8144.0,13195.0,-3713.0,-0.14,-0.06,0.49
-8032.0,13299.0,-3703.0,-0.13,-0.06,0.49
-8807.0,12778.0,-4460.0,-0.18,-0.09,0.44
-8945.0,12835.0,-4268.0,-0.19,-0.08,0.45
-6639.0,14399.0,-1773.0,-0.05,0.01,0.61
-6911.0,14284.0,-2064.0,-0.06,0.0,0.59
-7582.0,14669.0,-1940.0,-0.11,0.03,0.6
-8478.0,15908.0,-1609.0,-0.16,0.1,0.62
