acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-4809.0,15135.0,-381.0,-0.01,0.06,0.62
-4906.0,15131.0,-386.0,-0.01,0.05,0.62
-5031.0,15104.0,-689.0,-0.02,0.05,0.61
-5794.0,14627.0,-2477.0,-0.07,0.02,0.5
-5871.0,14775.0,-1898.0,-0.07,0.03,0.53
-6022.0,14679.0,-1868.0,-0.08,0.03,0.53
-6105.0,14659.0,-1467.0,-0.08,0.03,0.56
-6298.0,14545.0,-1572.0,-0.1,0.02,0.55
-6481.0,14528.0,-1570.0,-0.11,0.02,0.55
-6458.0,14560.0,-1466.0,-0.11,0.02,0.56
-6211.0,14567.0,-1278.0,-0.09,0.02,0.57
-6205.0,14562.0,-1292.0,-0.09,0.02,0.57
-6213.0,14577.0,-1339.0,-0.09,0.02,0.57
-6242.0,14572.0,-1373.0,-0.09,0.02,0.56
-6240.0,14574.0,-1389.0,-0.09,0.02,0.56
-6220.0,14584.0,-1357.0,-0.09,0.02,0.57
-6214.0,14576.0,-1328.0,-0.09,0.02,0.57
-6271.0,14571.0,-1269.0,-0.09,0.02,0.57
-6280.0,14562.0,-1259.0,-0.1,0.02,0.57
-6294.0,14570.0,-1270.0,-0.1,0.02,0.57
