acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5144.0,15151.0,277.0,-0.03,0.06,0.67
-5293.0,15244.0,-602.0,-0.04,0.06,0.61
-5913.0,14674.0,-512.0,-0.07,0.03,0.62
-6363.0,14553.0,-949.0,-0.1,0.02,0.59
-5761.0,14929.0,-393.0,-0.06,0.04,0.62
-6822.0,14103.0,-1534.0,-0.13,-0.01,0.55
-6497.0,14438.0,-878.0,-0.11,0.01,0.59
-5907.0,15107.0,-835.0,-0.07,0.05,0.6
-5567.0,14909.0,-353.0,-0.05,0.04,0.63
-6475.0,14561.0,-696.0,-0.11,0.02,0.61
-6555.0,14385.0,-1589.0,-0.11,0.01,0.55
-6530.0,14381.0,-1570.0,-0.11,0.01,0.55
-6592.0,14395.0,-1599.0,-0.11,0.01,0.55
-6617.0,14394.0,-1620.0,-0.12,0.01,0.55
-6644.0,14407.0,-1614.0,-0.12,0.01,0.55
-6633.0,14400.0,-1595.0,-0.12,0.01,0.55
-6584.0,14387.0,-1579.0,-0.11,0.01,0.55
-6573.0,14392.0,-1568.0,-0.11,0.01,0.55
-6533.0,14402.0,-1542.0,-0.11,0.01,0.55
-6575.0,14418.0,-1547.0,-0.11,0.01,0.55
-5723.0,14572.0,-1283.0,-0.06,0.02,0.57
-5135.0,15091.0,-807.0,-0.03,0.05,0.6
-5143.0,15069.0,-538.0,-0.03,0.05,0.62
-5333.0,14927.0,-601.0,-0.04,0.04,0.61
-5606.0,14828.0,-696.0,-0.05,0.04,0.61
-5867.0,14763.0,-806.0,-0.07,0.03,0.6
-6044.0,14730.0,-890.0,-0.08,0.03,0.59
-6084.0,14696.0,-889.0,-0.08,0.03,0.59
-6077.0,14691.0,-892.0,-0.08,0.03,0.59
-6165.0,14706.0,-954.0,-0.09,0.03,0.59
-6467.0,14505.0,-1298.0,-0.11,0.02,0.57
-6574.0,14514.0,-1332.0,-0.11,0.02,0.57
-6592.0,14484.0,-1287.0,-0.11,0.02,0.57
-6873.0,14227.0,-1132.0,-0.13,-0.0,0.58
-8221.0,13348.0,-854.0,-0.21,-0.05,0.6
-7304.0,14422.0,-570.0,-0.16,0.01,0.61
-6487.0,14392.0,-741.0,-0.11,0.01,0.6
-5728.0,14887.0,-1077.0,-0.06,0.04,0.58
-5311.0,14980.0,-1404.0,-0.04,0.05,0.56
-5737.0,14841.0,-691.0,-0.06,0.04,0.61
