acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-4657.0,15606.0,-76.0,0.0,0.08,0.64
-4191.0,15429.0,20.0,0.03,0.07,0.65
-4278.0,15345.0,-298.0,0.03,0.07,0.63
-5919.0,14699.0,-1398.0,-0.07,0.03,0.56
-6438.0,14398.0,-1704.0,-0.1,0.01,0.54
-6085.0,14721.0,-1243.0,-0.08,0.03,0.57
-5520.0,15006.0,-714.0,-0.05,0.05,0.6
-4932.0,15122.0,-391.0,-0.01,0.05,0.62
-4742.0,15183.0,-269.0,-0.0,0.06,0.63
-4712.0,15277.0,-213.0,0.0,0.06,0.64
-6450.0,14514.0,-1845.0,-0.11,0.02,0.54
-6726.0,14475.0,-2166.0,-0.12,0.01,0.52
-6756.0,14458.0,-2225.0,-0.12,0.01,0.51
-6598.0,14539.0,-1859.0,-0.11,0.02,0.53
-5939.0,15273.0,-451.0,-0.07,0.06,0.62
-5032.0,16017.0,1444.0,-0.02,0.11,0.74
-4952.0,16065.0,1313.0,-0.01,0.11,0.73
-5413.0,15404.0,314.0,-0.04,0.07,0.67
-6166.0,14551.0,-1874.0,-0.09,0.02,0.53
-5990.0,14156.0,-3324.0,-0.08,-0.0,0.45
